tanggal,nama_kecamatan,positif
2020-06-02,MAKASAR,68
2020-06-03,MAKASAR,68
2020-06-04,MAKASAR,68
2020-06-05,MAKASAR,67
2020-06-06,MAKASAR,68
2020-06-07,MAKASAR,68
2020-06-08,MAKASAR,68
2020-06-09,MAKASAR,70
2020-06-10,MAKASAR,73
2020-06-11,MAKASAR,75
2020-06-12,MAKASAR,75
2020-06-13,MAKASAR,76
2020-06-14,MAKASAR,76
2020-06-15,MAKASAR,76
2020-06-16,MAKASAR,77
2020-06-17,MAKASAR,79
2020-06-18,MAKASAR,81
2020-06-19,MAKASAR,83
2020-06-20,MAKASAR,83
2020-06-21,MAKASAR,83
2020-06-22,MAKASAR,88
2020-06-23,MAKASAR,89
2020-06-24,MAKASAR,89
2020-06-25,MAKASAR,91
2020-06-26,MAKASAR,95
2020-06-27,MAKASAR,97
2020-06-28,MAKASAR,98
2020-06-29,MAKASAR,98
2020-06-30,MAKASAR,98
2020-07-01,MAKASAR,98
2020-07-02,MAKASAR,101
2020-07-03,MAKASAR,108
2020-07-04,MAKASAR,113
2020-07-05,MAKASAR,115
2020-07-06,MAKASAR,115
2020-07-07,MAKASAR,118
2020-07-08,MAKASAR,119
2020-07-09,MAKASAR,120
2020-07-10,MAKASAR,116
2020-07-11,MAKASAR,116
2020-07-12,MAKASAR,117
2020-07-13,MAKASAR,117
2020-07-14,MAKASAR,125
2020-07-15,MAKASAR,130
2020-07-16,MAKASAR,134
2020-07-17,MAKASAR,137
2020-07-18,MAKASAR,138
2020-07-19,MAKASAR,139
2020-07-20,MAKASAR,150
2020-07-21,MAKASAR,150
2020-07-22,MAKASAR,156
2020-07-23,MAKASAR,155
2020-07-24,MAKASAR,155
2020-07-25,MAKASAR,160
2020-07-26,MAKASAR,160
2020-07-27,MAKASAR,162
2020-07-28,MAKASAR,183
2020-07-29,MAKASAR,196
2020-07-30,MAKASAR,198
2020-07-31,MAKASAR,196
2020-08-01,MAKASAR,202
2020-08-02,MAKASAR,208
2020-08-03,MAKASAR,214
2020-08-04,MAKASAR,221
2020-08-05,MAKASAR,227
2020-08-06,MAKASAR,233
2020-08-07,MAKASAR,240
2020-08-08,MAKASAR,246
2020-08-09,MAKASAR,253
2020-08-10,MAKASAR,260
2020-08-11,MAKASAR,266
2020-08-12,MAKASAR,273
2020-08-13,MAKASAR,280
2020-08-14,MAKASAR,286
2020-08-15,MAKASAR,293
2020-08-16,MAKASAR,300
2020-08-17,MAKASAR,307
2020-08-18,MAKASAR,314
2020-08-19,MAKASAR,321
2020-08-20,MAKASAR,327
2020-08-21,MAKASAR,334
2020-08-22,MAKASAR,341
2020-08-23,MAKASAR,348
2020-08-24,MAKASAR,355
2020-08-25,MAKASAR,362
2020-08-26,MAKASAR,369
2020-08-27,MAKASAR,376
2020-08-28,MAKASAR,383
2020-08-29,MAKASAR,390
2020-08-30,MAKASAR,397
2020-08-31,MAKASAR,404
2020-09-01,MAKASAR,411
2020-09-02,MAKASAR,418
2020-09-03,MAKASAR,419
2020-09-04,MAKASAR,428
2020-09-05,MAKASAR,453
2020-09-06,MAKASAR,470
2020-09-07,MAKASAR,518
2020-09-08,MAKASAR,509
2020-09-09,MAKASAR,541
2020-09-10,MAKASAR,571
2020-09-11,MAKASAR,586
2020-09-12,MAKASAR,604
2020-09-13,MAKASAR,647
2020-09-14,MAKASAR,654
2020-09-15,MAKASAR,657
2020-09-16,MAKASAR,672
2020-09-17,MAKASAR,689
2020-09-18,MAKASAR,705
2020-09-19,MAKASAR,726
2020-09-20,MAKASAR,775
2020-09-21,MAKASAR,783
2020-09-22,MAKASAR,814
2020-09-23,MAKASAR,848
2020-09-24,MAKASAR,887
2020-09-25,MAKASAR,930
2020-09-26,MAKASAR,949
2020-09-27,MAKASAR,993
2020-09-28,MAKASAR,1016
2020-09-29,MAKASAR,1023
2020-09-30,MAKASAR,1032
2020-10-01,MAKASAR,1066
2020-10-02,MAKASAR,1085
2020-10-03,MAKASAR,1098
2020-10-04,MAKASAR,1127
2020-10-05,MAKASAR,1143
2020-10-06,MAKASAR,1153
2020-10-07,MAKASAR,1168
2020-10-08,MAKASAR,1206
2020-10-09,MAKASAR,1225
2020-10-10,MAKASAR,1234
2020-10-11,MAKASAR,1256
2020-10-12,MAKASAR,1268
2020-10-13,MAKASAR,1294
2020-10-14,MAKASAR,1322
2020-10-15,MAKASAR,1341
2020-10-16,MAKASAR,1357
2020-10-17,MAKASAR,1398
2020-10-18,MAKASAR,1420
2020-10-19,MAKASAR,1441
2020-10-20,MAKASAR,1448
2020-10-21,MAKASAR,1467
2020-10-22,MAKASAR,1493
2020-10-23,MAKASAR,1514
2020-10-24,MAKASAR,1529
2020-10-25,MAKASAR,1546
2020-10-26,MAKASAR,1566
2020-10-27,MAKASAR,1579
2020-10-28,MAKASAR,1590
2020-10-29,MAKASAR,1593
2020-10-30,MAKASAR,1604
2020-10-31,MAKASAR,1614
2020-11-01,MAKASAR,1618
2020-11-02,MAKASAR,1630
2020-11-03,MAKASAR,1642
2020-11-04,MAKASAR,1666
2020-11-05,MAKASAR,1682
2020-11-06,MAKASAR,1692
2020-11-07,MAKASAR,1710
2020-11-08,MAKASAR,1732
2020-11-09,MAKASAR,1756
2020-11-10,MAKASAR,1778
2020-11-11,MAKASAR,1796
2020-11-12,MAKASAR,1825
2020-11-13,MAKASAR,1841
2020-11-14,MAKASAR,1855
2020-11-15,MAKASAR,1888
2020-11-16,MAKASAR,1908
2020-11-17,MAKASAR,1923
2020-11-18,MAKASAR,1950
2020-11-19,MAKASAR,1960
2020-11-20,MAKASAR,1995
2020-11-21,MAKASAR,2022
2020-11-22,MAKASAR,2039
2020-11-23,MAKASAR,2049
2020-11-24,MAKASAR,2073
2020-11-25,MAKASAR,2108
2020-11-26,MAKASAR,2144
2020-11-27,MAKASAR,2160
2020-11-28,MAKASAR,2183
2020-11-29,MAKASAR,2204
2020-11-30,MAKASAR,2215
2020-03-25,MATRAMAN,6
2020-03-26,MATRAMAN,7
2020-03-27,MATRAMAN,7
2020-03-28,MATRAMAN,7
2020-03-29,MATRAMAN,9
2020-03-30,MATRAMAN,9
2020-03-31,MATRAMAN,9
2020-04-01,MATRAMAN,9
2020-04-02,MATRAMAN,11
2020-04-03,MATRAMAN,11
2020-04-04,MATRAMAN,12
2020-04-05,MATRAMAN,22
2020-04-06,MATRAMAN,23
2020-04-07,MATRAMAN,25
2020-04-08,MATRAMAN,25
2020-04-09,MATRAMAN,28
2020-04-10,MATRAMAN,28
2020-04-11,MATRAMAN,28
2020-04-12,MATRAMAN,28
2020-04-13,MATRAMAN,29
2020-04-14,MATRAMAN,29
2020-04-15,MATRAMAN,33
2020-04-16,MATRAMAN,37
2020-04-17,MATRAMAN,47
2020-04-18,MATRAMAN,50
2020-04-19,MATRAMAN,50
2020-04-20,MATRAMAN,51
2020-04-21,MATRAMAN,56
2020-04-22,MATRAMAN,60
2020-04-23,MATRAMAN,62
2020-04-24,MATRAMAN,64
2020-04-25,MATRAMAN,69
2020-04-26,MATRAMAN,70
2020-04-27,MATRAMAN,72
2020-04-28,MATRAMAN,74
2020-04-29,MATRAMAN,74
2020-04-30,MATRAMAN,74
2020-05-01,MATRAMAN,79
2020-05-02,MATRAMAN,83
2020-05-03,MATRAMAN,87
2020-05-04,MATRAMAN,87
2020-05-05,MATRAMAN,90
2020-05-06,MATRAMAN,91
2020-05-07,MATRAMAN,95
2020-05-08,MATRAMAN,95
2020-05-09,MATRAMAN,98
2020-05-10,MATRAMAN,100
2020-05-11,MATRAMAN,103
2020-05-12,MATRAMAN,105
2020-05-13,MATRAMAN,107
2020-05-14,MATRAMAN,107
2020-05-15,MATRAMAN,110
2020-05-16,MATRAMAN,115
2020-05-17,MATRAMAN,115
2020-05-18,MATRAMAN,116
2020-05-19,MATRAMAN,120
2020-05-20,MATRAMAN,121
2020-05-21,MATRAMAN,123
2020-05-22,MATRAMAN,123
2020-05-23,MATRAMAN,124
2020-05-24,MATRAMAN,124
2020-05-25,MATRAMAN,124
2020-05-26,MATRAMAN,128
2020-05-27,MATRAMAN,129
2020-05-28,MATRAMAN,129
2020-05-29,MATRAMAN,131
2020-05-30,MATRAMAN,137
2020-05-31,MATRAMAN,137
2020-06-01,MATRAMAN,139
2020-06-02,MATRAMAN,139
2020-06-03,MATRAMAN,139
2020-06-04,MATRAMAN,142
2020-06-05,MATRAMAN,144
2020-06-06,MATRAMAN,144
2020-06-07,MATRAMAN,145
2020-06-08,MATRAMAN,145
2020-06-09,MATRAMAN,145
2020-06-10,MATRAMAN,147
2020-06-11,MATRAMAN,147
2020-06-12,MATRAMAN,149
2020-06-13,MATRAMAN,149
2020-06-14,MATRAMAN,149
2020-06-15,MATRAMAN,149
2020-06-16,MATRAMAN,150
2020-06-17,MATRAMAN,151
2020-06-18,MATRAMAN,161
2020-06-19,MATRAMAN,161
2020-06-20,MATRAMAN,162
2020-06-21,MATRAMAN,164
2020-06-22,MATRAMAN,165
2020-06-23,MATRAMAN,167
2020-06-24,MATRAMAN,168
2020-06-25,MATRAMAN,168
2020-06-26,MATRAMAN,171
2020-06-27,MATRAMAN,173
2020-06-28,MATRAMAN,173
2020-06-29,MATRAMAN,178
2020-06-30,MATRAMAN,178
2020-07-01,MATRAMAN,185
2020-07-02,MATRAMAN,189
2020-07-03,MATRAMAN,194
2020-07-04,MATRAMAN,197
2020-07-05,MATRAMAN,199
2020-07-06,MATRAMAN,201
2020-07-07,MATRAMAN,209
2020-07-08,MATRAMAN,213
2020-07-09,MATRAMAN,215
2020-07-10,MATRAMAN,216
2020-07-11,MATRAMAN,216
2020-07-12,MATRAMAN,218
2020-07-13,MATRAMAN,221
2020-07-14,MATRAMAN,228
2020-07-15,MATRAMAN,253
2020-07-16,MATRAMAN,261
2020-07-17,MATRAMAN,278
2020-07-18,MATRAMAN,281
2020-07-19,MATRAMAN,283
2020-07-20,MATRAMAN,291
2020-07-21,MATRAMAN,291
2020-07-22,MATRAMAN,293
2020-07-23,MATRAMAN,293
2020-07-24,MATRAMAN,294
2020-07-25,MATRAMAN,297
2020-07-26,MATRAMAN,297
2020-07-27,MATRAMAN,299
2020-07-28,MATRAMAN,312
2020-07-29,MATRAMAN,313
2020-07-30,MATRAMAN,317
2020-07-31,MATRAMAN,313
2020-08-01,MATRAMAN,315
2020-08-02,MATRAMAN,319
2020-08-03,MATRAMAN,323
2020-08-04,MATRAMAN,328
2020-08-05,MATRAMAN,333
2020-08-06,MATRAMAN,339
2020-08-07,MATRAMAN,346
2020-08-08,MATRAMAN,353
2020-08-09,MATRAMAN,361
2020-08-10,MATRAMAN,369
2020-08-11,MATRAMAN,377
2020-08-12,MATRAMAN,385
2020-08-13,MATRAMAN,394
2020-08-14,MATRAMAN,403
2020-08-15,MATRAMAN,412
2020-08-16,MATRAMAN,421
2020-08-17,MATRAMAN,430
2020-08-18,MATRAMAN,439
2020-08-19,MATRAMAN,448
2020-08-20,MATRAMAN,456
2020-08-21,MATRAMAN,465
2020-08-22,MATRAMAN,473
2020-08-23,MATRAMAN,481
2020-08-24,MATRAMAN,488
2020-08-25,MATRAMAN,495
2020-08-26,MATRAMAN,501
2020-08-27,MATRAMAN,507
2020-08-28,MATRAMAN,512
2020-08-29,MATRAMAN,517
2020-08-30,MATRAMAN,521
2020-08-31,MATRAMAN,524
2020-09-01,MATRAMAN,527
2020-09-02,MATRAMAN,528
2020-09-03,MATRAMAN,531
2020-09-04,MATRAMAN,534
2020-09-05,MATRAMAN,552
2020-09-06,MATRAMAN,557
2020-09-07,MATRAMAN,580
2020-09-08,MATRAMAN,576
2020-09-09,MATRAMAN,610
2020-09-10,MATRAMAN,687
2020-09-11,MATRAMAN,704
2020-09-12,MATRAMAN,720
2020-09-13,MATRAMAN,743
2020-09-14,MATRAMAN,734
2020-09-15,MATRAMAN,759
2020-09-16,MATRAMAN,762
2020-09-17,MATRAMAN,779
2020-09-18,MATRAMAN,771
2020-09-19,MATRAMAN,784
2020-09-20,MATRAMAN,802
2020-09-21,MATRAMAN,810
2020-09-22,MATRAMAN,828
2020-09-23,MATRAMAN,845
2020-09-24,MATRAMAN,852
2020-09-25,MATRAMAN,866
2020-09-26,MATRAMAN,883
2020-09-27,MATRAMAN,888
2020-09-28,MATRAMAN,913
2020-09-29,MATRAMAN,921
2020-09-30,MATRAMAN,962
2020-10-01,MATRAMAN,971
2020-10-02,MATRAMAN,980
2020-10-03,MATRAMAN,993
2020-10-04,MATRAMAN,1009
2020-10-05,MATRAMAN,1014
2020-10-06,MATRAMAN,1035
2020-10-07,MATRAMAN,1048
2020-10-08,MATRAMAN,1070
2020-10-09,MATRAMAN,1089
2020-10-10,MATRAMAN,1103
2020-10-11,MATRAMAN,1130
2020-10-12,MATRAMAN,1145
2020-10-13,MATRAMAN,1153
2020-10-14,MATRAMAN,1174
2020-10-15,MATRAMAN,1182
2020-10-16,MATRAMAN,1201
2020-10-17,MATRAMAN,1229
2020-10-18,MATRAMAN,1238
2020-10-19,MATRAMAN,1252
2020-10-20,MATRAMAN,1284
2020-10-21,MATRAMAN,1290
2020-10-22,MATRAMAN,1301
2020-10-23,MATRAMAN,1310
2020-10-24,MATRAMAN,1335
2020-10-25,MATRAMAN,1349
2020-10-26,MATRAMAN,1373
2020-10-27,MATRAMAN,1372
2020-10-28,MATRAMAN,1376
2020-10-29,MATRAMAN,1382
2020-10-30,MATRAMAN,1388
2020-10-31,MATRAMAN,1392
2020-11-01,MATRAMAN,1404
2020-11-02,MATRAMAN,1408
2020-11-03,MATRAMAN,1419
2020-11-04,MATRAMAN,1440
2020-11-05,MATRAMAN,1447
2020-11-06,MATRAMAN,1446
2020-11-07,MATRAMAN,1476
2020-11-08,MATRAMAN,1510
2020-11-09,MATRAMAN,1514
2020-11-10,MATRAMAN,1546
2020-11-11,MATRAMAN,1548
2020-11-12,MATRAMAN,1555
2020-11-13,MATRAMAN,1591
2020-11-14,MATRAMAN,1595
2020-11-15,MATRAMAN,1607
2020-11-16,MATRAMAN,1636
2020-11-17,MATRAMAN,1644
2020-11-18,MATRAMAN,1662
2020-11-19,MATRAMAN,1673
2020-11-20,MATRAMAN,1685
2020-11-21,MATRAMAN,1715
2020-11-22,MATRAMAN,1723
2020-11-23,MATRAMAN,1767
2020-11-24,MATRAMAN,1774
2020-11-25,MATRAMAN,1783
2020-11-26,MATRAMAN,1800
2020-11-27,MATRAMAN,1805
2020-11-28,MATRAMAN,1810
2020-11-29,MATRAMAN,1823
2020-11-30,MATRAMAN,1827
2020-03-25,PASAR REBO,4
2020-03-26,PASAR REBO,4
2020-03-27,PASAR REBO,4
2020-03-28,PASAR REBO,4
2020-03-29,PASAR REBO,4
2020-03-30,PASAR REBO,5
2020-03-31,PASAR REBO,9
2020-04-01,PASAR REBO,9
2020-04-02,PASAR REBO,10
2020-04-03,PASAR REBO,10
2020-04-04,PASAR REBO,10
2020-04-05,PASAR REBO,10
2020-04-06,PASAR REBO,10
2020-04-07,PASAR REBO,10
2020-04-08,PASAR REBO,12
2020-04-09,PASAR REBO,15
2020-04-10,PASAR REBO,17
2020-04-11,PASAR REBO,17
2020-04-12,PASAR REBO,17
2020-04-13,PASAR REBO,18
2020-04-14,PASAR REBO,19
2020-04-15,PASAR REBO,23
2020-04-16,PASAR REBO,23
2020-04-17,PASAR REBO,23
2020-04-18,PASAR REBO,24
2020-04-19,PASAR REBO,25
2020-04-20,PASAR REBO,25
2020-04-21,PASAR REBO,25
2020-04-22,PASAR REBO,25
2020-04-23,PASAR REBO,25
2020-04-24,PASAR REBO,27
2020-04-25,PASAR REBO,27
2020-04-26,PASAR REBO,30
2020-04-27,PASAR REBO,31
2020-04-28,PASAR REBO,30
2020-04-29,PASAR REBO,31
2020-04-30,PASAR REBO,30
2020-05-01,PASAR REBO,34
2020-05-02,PASAR REBO,36
2020-05-03,PASAR REBO,35
2020-05-04,PASAR REBO,36
2020-05-05,PASAR REBO,38
2020-05-06,PASAR REBO,39
2020-05-07,PASAR REBO,39
2020-05-08,PASAR REBO,39
2020-05-09,PASAR REBO,43
2020-05-10,PASAR REBO,43
2020-05-11,PASAR REBO,41
2020-05-12,PASAR REBO,42
2020-05-13,PASAR REBO,42
2020-05-14,PASAR REBO,46
2020-05-15,PASAR REBO,47
2020-05-16,PASAR REBO,47
2020-05-17,PASAR REBO,47
2020-05-18,PASAR REBO,48
2020-05-19,PASAR REBO,48
2020-05-20,PASAR REBO,47
2020-05-21,PASAR REBO,48
2020-05-22,PASAR REBO,48
2020-05-23,PASAR REBO,49
2020-05-24,PASAR REBO,52
2020-05-25,PASAR REBO,52
2020-05-26,PASAR REBO,53
2020-05-27,PASAR REBO,53
2020-05-28,PASAR REBO,53
2020-05-29,PASAR REBO,54
2020-05-30,PASAR REBO,54
2020-05-31,PASAR REBO,55
2020-06-01,PASAR REBO,56
2020-06-02,PASAR REBO,57
2020-06-03,PASAR REBO,58
2020-06-04,PASAR REBO,60
2020-06-05,PASAR REBO,65
2020-06-06,PASAR REBO,63
2020-06-07,PASAR REBO,64
2020-06-08,PASAR REBO,65
2020-06-09,PASAR REBO,65
2020-06-10,PASAR REBO,68
2020-06-11,PASAR REBO,71
2020-06-12,PASAR REBO,72
2020-06-13,PASAR REBO,73
2020-06-14,PASAR REBO,73
2020-06-15,PASAR REBO,75
2020-06-16,PASAR REBO,76
2020-06-17,PASAR REBO,81
2020-06-18,PASAR REBO,83
2020-06-19,PASAR REBO,84
2020-06-20,PASAR REBO,86
2020-06-21,PASAR REBO,88
2020-06-22,PASAR REBO,92
2020-06-23,PASAR REBO,93
2020-06-24,PASAR REBO,93
2020-06-25,PASAR REBO,91
2020-06-26,PASAR REBO,102
2020-06-27,PASAR REBO,105
2020-06-28,PASAR REBO,105
2020-06-29,PASAR REBO,109
2020-06-30,PASAR REBO,109
2020-07-01,PASAR REBO,109
2020-07-02,PASAR REBO,107
2020-07-03,PASAR REBO,107
2020-07-04,PASAR REBO,109
2020-07-05,PASAR REBO,110
2020-07-06,PASAR REBO,112
2020-07-07,PASAR REBO,114
2020-07-08,PASAR REBO,116
2020-07-09,PASAR REBO,122
2020-07-10,PASAR REBO,127
2020-07-11,PASAR REBO,128
2020-07-12,PASAR REBO,130
2020-07-13,PASAR REBO,128
2020-07-14,PASAR REBO,139
2020-07-15,PASAR REBO,147
2020-07-16,PASAR REBO,148
2020-07-17,PASAR REBO,151
2020-07-18,PASAR REBO,164
2020-07-19,PASAR REBO,168
2020-07-20,PASAR REBO,173
2020-07-21,PASAR REBO,174
2020-07-22,PASAR REBO,179
2020-07-23,PASAR REBO,179
2020-07-24,PASAR REBO,180
2020-07-25,PASAR REBO,184
2020-07-26,PASAR REBO,184
2020-07-27,PASAR REBO,188
2020-07-28,PASAR REBO,189
2020-07-29,PASAR REBO,192
2020-07-30,PASAR REBO,192
2020-07-31,PASAR REBO,192
2020-08-01,PASAR REBO,192
2020-08-02,PASAR REBO,192
2020-08-03,PASAR REBO,193
2020-08-04,PASAR REBO,194
2020-08-05,PASAR REBO,196
2020-08-06,PASAR REBO,198
2020-08-07,PASAR REBO,200
2020-08-08,PASAR REBO,203
2020-08-09,PASAR REBO,206
2020-08-10,PASAR REBO,209
2020-08-11,PASAR REBO,213
2020-08-12,PASAR REBO,216
2020-08-13,PASAR REBO,220
2020-08-14,PASAR REBO,225
2020-08-15,PASAR REBO,229
2020-08-16,PASAR REBO,234
2020-08-17,PASAR REBO,240
2020-08-18,PASAR REBO,245
2020-08-19,PASAR REBO,251
2020-08-20,PASAR REBO,256
2020-08-21,PASAR REBO,263
2020-08-22,PASAR REBO,269
2020-08-23,PASAR REBO,275
2020-08-24,PASAR REBO,282
2020-08-25,PASAR REBO,289
2020-08-26,PASAR REBO,296
2020-08-27,PASAR REBO,304
2020-08-28,PASAR REBO,311
2020-08-29,PASAR REBO,319
2020-08-30,PASAR REBO,326
2020-08-31,PASAR REBO,334
2020-09-01,PASAR REBO,343
2020-09-02,PASAR REBO,357
2020-09-03,PASAR REBO,363
2020-09-04,PASAR REBO,370
2020-09-05,PASAR REBO,385
2020-09-06,PASAR REBO,392
2020-09-07,PASAR REBO,416
2020-09-08,PASAR REBO,407
2020-09-09,PASAR REBO,436
2020-09-10,PASAR REBO,447
2020-09-11,PASAR REBO,461
2020-09-12,PASAR REBO,478
2020-09-13,PASAR REBO,496
2020-09-14,PASAR REBO,493
2020-09-15,PASAR REBO,501
2020-09-16,PASAR REBO,504
2020-09-17,PASAR REBO,519
2020-09-18,PASAR REBO,548
2020-09-19,PASAR REBO,558
2020-09-20,PASAR REBO,574
2020-09-21,PASAR REBO,586
2020-09-22,PASAR REBO,596
2020-09-23,PASAR REBO,610
2020-09-24,PASAR REBO,630
2020-09-25,PASAR REBO,658
2020-09-26,PASAR REBO,678
2020-09-27,PASAR REBO,695
2020-09-28,PASAR REBO,725
2020-09-29,PASAR REBO,756
2020-09-30,PASAR REBO,773
2020-10-01,PASAR REBO,799
2020-10-02,PASAR REBO,805
2020-10-03,PASAR REBO,826
2020-10-04,PASAR REBO,840
2020-10-05,PASAR REBO,849
2020-10-06,PASAR REBO,874
2020-10-07,PASAR REBO,887
2020-10-08,PASAR REBO,922
2020-10-09,PASAR REBO,936
2020-10-10,PASAR REBO,974
2020-10-11,PASAR REBO,990
2020-10-12,PASAR REBO,1013
2020-10-13,PASAR REBO,1044
2020-10-14,PASAR REBO,1056
2020-10-15,PASAR REBO,1065
2020-10-16,PASAR REBO,1092
2020-10-17,PASAR REBO,1103
2020-10-18,PASAR REBO,1123
2020-10-19,PASAR REBO,1139
2020-10-20,PASAR REBO,1146
2020-10-21,PASAR REBO,1168
2020-10-22,PASAR REBO,1177
2020-10-23,PASAR REBO,1199
2020-10-24,PASAR REBO,1204
2020-10-25,PASAR REBO,1216
2020-10-26,PASAR REBO,1236
2020-10-27,PASAR REBO,1252
2020-10-28,PASAR REBO,1263
2020-10-29,PASAR REBO,1273
2020-10-30,PASAR REBO,1282
2020-10-31,PASAR REBO,1292
2020-11-01,PASAR REBO,1301
2020-11-02,PASAR REBO,1322
2020-11-03,PASAR REBO,1347
2020-11-04,PASAR REBO,1373
2020-11-05,PASAR REBO,1381
2020-11-06,PASAR REBO,1387
2020-11-07,PASAR REBO,1426
2020-11-08,PASAR REBO,1441
2020-11-09,PASAR REBO,1448
2020-11-10,PASAR REBO,1470
2020-11-11,PASAR REBO,1483
2020-11-12,PASAR REBO,1497
2020-11-13,PASAR REBO,1532
2020-11-14,PASAR REBO,1549
2020-11-15,PASAR REBO,1569
2020-11-16,PASAR REBO,1582
2020-11-17,PASAR REBO,1599
2020-11-18,PASAR REBO,1611
2020-11-19,PASAR REBO,1629
2020-11-20,PASAR REBO,1641
2020-11-21,PASAR REBO,1662
2020-11-22,PASAR REBO,1685
2020-11-23,PASAR REBO,1691
2020-11-24,PASAR REBO,1703
2020-11-25,PASAR REBO,1747
2020-11-26,PASAR REBO,1756
2020-11-27,PASAR REBO,1774
2020-11-28,PASAR REBO,1783
2020-11-29,PASAR REBO,1820
2020-11-30,PASAR REBO,1827
2020-03-25,PULO GADUNG,10
2020-03-26,PULO GADUNG,11
2020-03-27,PULO GADUNG,12
2020-03-28,PULO GADUNG,12
2020-03-29,PULO GADUNG,12
2020-03-30,PULO GADUNG,14
2020-03-31,PULO GADUNG,15
2020-04-01,PULO GADUNG,15
2020-04-02,PULO GADUNG,23
2020-04-03,PULO GADUNG,22
2020-04-04,PULO GADUNG,23
2020-04-05,PULO GADUNG,25
2020-04-06,PULO GADUNG,26
2020-04-07,PULO GADUNG,27
2020-04-08,PULO GADUNG,27
2020-04-09,PULO GADUNG,28
2020-04-10,PULO GADUNG,32
2020-04-11,PULO GADUNG,34
2020-04-12,PULO GADUNG,40
2020-04-13,PULO GADUNG,44
2020-04-14,PULO GADUNG,49
2020-04-15,PULO GADUNG,52
2020-04-16,PULO GADUNG,58
2020-04-17,PULO GADUNG,58
2020-04-18,PULO GADUNG,62
2020-04-19,PULO GADUNG,62
2020-04-20,PULO GADUNG,65
2020-04-21,PULO GADUNG,70
2020-04-22,PULO GADUNG,72
2020-04-23,PULO GADUNG,78
2020-04-24,PULO GADUNG,80
2020-04-25,PULO GADUNG,84
2020-04-26,PULO GADUNG,86
2020-04-27,PULO GADUNG,87
2020-04-28,PULO GADUNG,87
2020-04-29,PULO GADUNG,92
2020-04-30,PULO GADUNG,94
2020-05-01,PULO GADUNG,95
2020-05-02,PULO GADUNG,98
2020-05-03,PULO GADUNG,101
2020-05-04,PULO GADUNG,103
2020-05-05,PULO GADUNG,104
2020-05-06,PULO GADUNG,106
2020-05-07,PULO GADUNG,105
2020-05-08,PULO GADUNG,111
2020-05-09,PULO GADUNG,111
2020-05-10,PULO GADUNG,115
2020-05-11,PULO GADUNG,117
2020-05-12,PULO GADUNG,120
2020-05-13,PULO GADUNG,122
2020-05-14,PULO GADUNG,122
2020-05-15,PULO GADUNG,122
2020-05-16,PULO GADUNG,124
2020-05-17,PULO GADUNG,124
2020-05-18,PULO GADUNG,124
2020-05-19,PULO GADUNG,129
2020-05-20,PULO GADUNG,131
2020-05-21,PULO GADUNG,131
2020-05-22,PULO GADUNG,131
2020-05-23,PULO GADUNG,131
2020-05-24,PULO GADUNG,132
2020-05-25,PULO GADUNG,132
2020-05-26,PULO GADUNG,133
2020-05-27,PULO GADUNG,136
2020-05-28,PULO GADUNG,137
2020-05-29,PULO GADUNG,139
2020-05-30,PULO GADUNG,140
2020-05-31,PULO GADUNG,140
2020-06-01,PULO GADUNG,141
2020-06-02,PULO GADUNG,141
2020-06-03,PULO GADUNG,143
2020-06-04,PULO GADUNG,146
2020-06-05,PULO GADUNG,146
2020-06-06,PULO GADUNG,149
2020-06-07,PULO GADUNG,149
2020-06-08,PULO GADUNG,151
2020-06-09,PULO GADUNG,153
2020-06-10,PULO GADUNG,157
2020-06-11,PULO GADUNG,159
2020-06-12,PULO GADUNG,164
2020-06-13,PULO GADUNG,132
2020-06-14,PULO GADUNG,133
2020-06-15,PULO GADUNG,134
2020-06-16,PULO GADUNG,138
2020-06-17,PULO GADUNG,140
2020-06-18,PULO GADUNG,141
2020-06-19,PULO GADUNG,143
2020-06-20,PULO GADUNG,145
2020-06-21,PULO GADUNG,146
2020-06-22,PULO GADUNG,148
2020-06-23,PULO GADUNG,156
2020-06-24,PULO GADUNG,157
2020-06-25,PULO GADUNG,163
2020-06-26,PULO GADUNG,164
2020-06-27,PULO GADUNG,168
2020-06-28,PULO GADUNG,168
2020-06-29,PULO GADUNG,172
2020-06-30,PULO GADUNG,173
2020-07-01,PULO GADUNG,174
2020-07-02,PULO GADUNG,180
2020-07-03,PULO GADUNG,182
2020-07-04,PULO GADUNG,184
2020-07-05,PULO GADUNG,186
2020-07-06,PULO GADUNG,188
2020-07-07,PULO GADUNG,191
2020-07-08,PULO GADUNG,196
2020-07-09,PULO GADUNG,200
2020-07-10,PULO GADUNG,203
2020-07-11,PULO GADUNG,203
2020-07-12,PULO GADUNG,217
2020-07-13,PULO GADUNG,220
2020-07-14,PULO GADUNG,233
2020-07-15,PULO GADUNG,255
2020-07-16,PULO GADUNG,259
2020-07-17,PULO GADUNG,260
2020-07-18,PULO GADUNG,262
2020-07-19,PULO GADUNG,265
2020-07-20,PULO GADUNG,266
2020-07-21,PULO GADUNG,279
2020-07-22,PULO GADUNG,284
2020-07-23,PULO GADUNG,288
2020-07-24,PULO GADUNG,296
2020-07-25,PULO GADUNG,301
2020-07-26,PULO GADUNG,301
2020-07-27,PULO GADUNG,316
2020-07-28,PULO GADUNG,322
2020-07-29,PULO GADUNG,332
2020-07-30,PULO GADUNG,334
2020-07-31,PULO GADUNG,332
2020-08-01,PULO GADUNG,339
2020-08-02,PULO GADUNG,347
