id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,otg,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,72,0,36,36,42,1,41,42,9,14,4,15,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,84,1,36,47,31,1,30,21,3,10,3,5,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,262,0,35,227,40,6,34,43,12,17,4,10,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,81,1,17,63,20,0,20,26,5,17,0,4,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,45,0,18,27,15,1,14,17,1,10,3,3,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,110,0,54,56,31,1,30,28,5,10,6,7,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,80,0,55,25,35,4,31,28,5,15,6,2,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,43,1,13,29,16,0,16,19,1,8,2,8,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,87,2,25,60,22,1,21,16,1,9,1,5,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,81,0,20,61,15,1,14,21,6,10,1,4,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,61,0,21,40,18,2,16,23,3,14,3,3,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,16,0,11,5,5,0,5,7,0,6,1,0,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,50,1,17,32,9,0,9,26,4,10,2,10,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,98,2,42,54,29,2,27,39,7,16,2,14,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,89,0,45,44,20,0,20,30,3,19,2,6,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,77,0,22,55,12,0,12,29,3,14,4,8,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,46,2,24,20,18,0,18,19,4,8,4,3,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,50,1,18,31,13,0,13,14,1,10,2,1,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,330,9,112,209,104,3,101,60,19,18,7,16,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,252,3,117,132,75,3,72,39,2,24,5,8,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,25,1,9,15,6,0,6,22,5,12,2,3,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,88,1,34,53,41,1,40,42,9,22,5,6,
3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,139,1,31,107,22,1,21,21,3,12,4,2,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,61,0,30,31,18,1,17,19,2,11,2,4,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,55,2,20,33,25,1,24,18,4,9,2,3,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,127,3,22,102,20,4,16,17,5,8,0,4,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,69,0,41,28,21,0,21,35,3,13,5,14,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,57,5,21,31,21,3,18,25,4,10,1,10,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,140,0,36,104,28,0,28,24,5,11,3,5,
3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,80,0,53,27,18,2,16,8,1,5,2,0,
3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,190,4,79,107,65,6,59,37,5,9,4,19,
3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,105,1,34,70,25,1,24,22,6,7,2,7,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,79,0,24,55,20,4,16,17,3,10,1,3,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,157,0,111,46,19,0,19,45,6,16,8,15,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,209,0,27,182,21,0,21,28,11,11,1,5,
3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,1120,18,243,859,63,8,55,145,26,26,7,86,
3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,40,0,22,18,24,1,23,10,1,3,3,3,
3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,84,0,32,52,12,3,9,26,8,10,2,6,
3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,183,3,50,130,27,1,26,40,5,20,3,12,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,60,1,22,37,25,1,24,22,3,10,2,7,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,108,0,47,61,36,5,31,38,7,8,4,19,
3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,53,1,27,25,21,3,18,17,4,7,3,3,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,115,3,45,67,31,1,30,23,2,10,5,6,
3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,268,0,88,180,43,0,43,26,7,12,2,5,
3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,112,1,40,71,36,4,32,16,2,10,1,3,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,110,1,30,79,24,5,19,40,9,10,3,18,
3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,163,1,46,116,37,2,35,41,8,10,4,19,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,89,0,25,64,42,0,42,13,4,4,4,1,
3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,244,1,205,38,44,2,42,66,4,7,4,51,
3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,36,1,21,14,17,0,17,22,5,9,1,7,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,51,1,20,30,29,0,29,9,3,3,0,3,
3175021005,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,82,0,22,60,16,0,16,26,10,10,1,5,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,163,2,70,91,38,2,36,19,2,10,1,6,
3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,108,1,39,68,49,3,46,28,4,16,1,7,
3172021002,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,142,3,72,67,60,2,58,43,11,8,5,19,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,88,0,30,58,21,2,19,11,2,5,0,4,
3173051003,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,55,1,24,30,24,2,22,16,5,6,1,4,
3174021006,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,55,2,10,43,11,1,10,11,4,2,1,4,
3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,55,0,47,8,17,0,17,22,3,2,4,13,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,178,1,10,167,7,0,7,36,9,5,1,21,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,165,0,26,139,20,1,19,25,2,9,5,9,
3174101001,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,70,0,30,40,24,2,22,10,1,6,3,0,
3175061006,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,20,0,10,10,12,0,12,7,1,2,2,2,
3174101004,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,35,0,13,22,18,2,16,5,0,3,1,1,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,59,1,23,35,10,1,9,11,2,4,1,4,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,53,0,36,17,22,3,19,5,0,2,3,0,
3174031003,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,144,0,67,77,18,1,17,15,3,5,4,3,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,137,2,36,99,25,1,24,14,2,8,0,4,
3174101003,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,73,0,52,21,19,2,17,23,4,9,3,7,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,81,2,52,27,36,3,33,31,9,11,1,10,
3171061002,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,70,1,12,57,11,0,11,24,8,10,1,5,
3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,43,1,16,26,24,1,23,11,3,5,1,2,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,56,0,25,31,12,0,12,12,3,4,2,3,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,47,2,9,36,8,1,7,12,2,4,2,4,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,165,1,31,133,22,4,18,27,5,9,6,7,
3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,79,0,40,39,48,1,47,18,4,12,2,0,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,113,5,48,60,31,2,29,9,3,4,1,1,
3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,207,2,72,133,58,0,58,12,1,7,2,2,
3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,71,0,26,45,21,3,18,22,5,10,3,4,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,39,0,10,29,2,1,1,31,8,8,5,10,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,17,1,14,2,5,0,5,3,0,1,2,0,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,34,2,12,20,16,3,13,23,3,7,0,13,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,56,0,31,25,19,0,19,24,6,5,1,12,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,49,2,12,35,14,1,13,12,5,4,0,3,
3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,52,2,19,31,21,1,20,19,3,12,0,4,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,70,1,58,11,19,1,18,27,9,9,0,9,
3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,144,0,23,121,15,0,15,14,4,8,2,0,
3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,94,1,45,48,22,1,21,11,2,5,2,2,
3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,60,0,12,48,15,1,14,14,4,4,2,4,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,36,0,13,23,30,3,27,19,11,6,1,1,
3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,7,0,6,1,1,0,1,5,0,4,1,0,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,28,0,14,14,6,0,6,17,3,9,3,2,
3175061005,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,92,0,34,58,20,1,19,29,7,11,2,9,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,117,0,28,89,12,0,12,7,0,6,0,1,
3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,77,2,36,39,15,1,14,19,3,9,0,7,
3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,83,1,37,45,27,2,25,13,1,7,2,3,
3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,52,0,24,28,31,3,28,12,1,7,2,2,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,49,0,19,30,11,0,11,20,7,8,2,3,
3171021001,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,57,3,17,37,23,1,22,20,8,7,0,5,
3171011003,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,55,0,14,41,13,2,11,18,3,11,2,2,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,12,0,5,7,7,0,7,9,1,7,1,0,
3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,15,0,5,10,6,0,6,12,3,6,2,1,
3175051005,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,46,0,25,21,8,0,8,6,0,2,1,3,
3171021004,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,57,0,38,19,32,1,31,18,6,7,5,0,
3172041002,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,107,3,28,76,15,1,14,24,3,4,1,16,
3174021004,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,43,0,13,30,8,0,8,15,3,6,0,6,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,106,6,33,67,26,2,24,17,3,9,3,2,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,47,0,11,36,12,0,12,12,1,5,0,6,
3174011004,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,63,0,25,38,21,0,21,24,7,4,0,13,
3173071002,DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,99,4,73,22,33,0,33,18,4,8,1,5,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,98,3,46,49,18,1,17,19,3,5,0,11,
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,74,2,35,37,22,2,20,23,5,11,2,5,
3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,32,0,21,11,11,1,10,15,4,8,0,3,
3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,40,0,24,16,8,1,7,7,0,5,1,1,
3171041003,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,140,0,59,81,23,1,22,36,11,9,1,15,
3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,51,1,18,32,14,2,12,6,2,1,0,3,
3171031005,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,52,0,35,17,8,0,8,8,2,4,0,2,
3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,237,1,88,148,47,1,46,70,8,19,4,39,
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,72,1,22,49,9,0,9,9,3,4,0,2,
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,222,3,48,171,16,1,15,26,7,5,0,14,
3173081003,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,48,2,19,27,15,1,14,16,6,3,2,5,
3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,117,2,58,57,36,0,36,26,4,7,0,15,
3174081002,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,126,0,47,79,25,0,25,19,5,7,0,7,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,182,1,19,162,15,1,14,31,9,8,0,14,
3174021005,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,72,1,23,48,14,0,14,14,5,6,2,1,
3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,62,1,24,37,20,0,20,9,3,3,0,3,
3171081004,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,112,0,36,76,18,2,16,20,5,3,4,8,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,105,0,56,49,25,3,22,16,5,7,2,2,
3173061004,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,61,0,15,46,16,4,12,4,2,1,1,0,
3175021001,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,76,0,28,48,26,0,26,20,2,7,2,9,
3171031008,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,45,1,25,19,15,1,14,10,1,4,0,5,
3174031004,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,82,1,30,51,11,0,11,19,7,8,1,3,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,76,0,28,48,22,0,22,11,3,4,0,4,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,42,0,7,35,9,1,8,15,4,4,1,6,
3174071008,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,24,0,13,11,5,1,4,4,0,2,0,2,
3172041006,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,79,0,14,65,13,3,10,4,0,2,1,1,
3173021001,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,169,4,31,134,11,3,8,27,8,4,0,15,
3174071002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,23,0,13,10,14,0,14,9,1,6,1,1,
3173041006,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,85,0,14,71,16,4,12,42,4,3,1,34,
3172041004,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,86,0,19,67,17,3,14,15,3,4,4,4,
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,45,0,8,37,7,1,6,14,4,2,0,8,
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,21,0,10,11,7,1,6,3,0,2,0,1,
3174071001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,8,0,6,2,0,0,0,5,1,4,0,0,
3175101004,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,35,0,21,14,9,0,9,7,2,2,0,3,
3174081003,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,33,1,12,20,8,0,8,6,2,3,0,1,
3172031005,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,98,2,45,51,32,2,30,12,4,4,0,4,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,52,3,34,15,13,0,13,20,8,2,1,9,
3171031007,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,53,8,12,33,13,1,12,13,8,3,0,2,
3173051002,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,90,2,22,66,25,1,24,18,3,7,2,6,
3175041002,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,111,4,9,98,25,10,15,52,14,5,6,27,
3174041004,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,69,2,36,31,22,1,21,6,2,2,2,0,
3175101005,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,28,0,11,17,10,2,8,4,0,2,0,2,
3174021007,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,17,0,4,13,5,1,4,4,0,3,0,1,
3175101003,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,18,0,12,6,8,0,8,8,1,2,1,4,
3174071007,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,17,0,9,8,4,1,3,5,1,2,0,2,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,21,0,9,12,2,0,2,3,0,3,0,0,
3172011002,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,8,0,5,3,4,0,4,13,2,9,1,1,
3174091002,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,125,2,42,81,17,3,14,21,7,5,3,6,
3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,35,2,12,21,7,1,6,6,2,1,1,2,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,24,0,9,15,17,0,17,12,7,4,1,0,
3173031007,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,8,0,7,1,4,0,4,2,1,0,1,0,
3174071004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,4,0,3,1,4,0,4,4,1,3,0,0,
3172011001,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,518,3,69,446,36,2,34,92,9,4,4,75,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,50,0,31,19,31,1,30,10,3,6,1,0,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,118,4,54,60,42,2,40,43,12,8,2,21,
3171011004,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,52,0,17,35,7,0,7,5,1,3,1,0,
3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,283,1,146,136,33,1,32,97,14,24,4,55,
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,42,1,11,30,9,5,4,20,2,3,2,13,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,38,0,8,30,3,1,2,2,0,2,0,0,
3175091005,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,59,0,21,38,14,1,13,7,3,1,0,3,
3173031003,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,40,0,14,26,10,0,10,60,15,29,0,16,
3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,39,1,13,25,8,2,6,14,5,4,0,5,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,31,1,10,20,10,0,10,11,1,5,1,4,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,71,2,33,36,26,4,22,36,4,2,7,23,
3173041008,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,23,1,7,15,12,3,9,9,4,2,1,2,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,36,0,13,23,7,2,5,14,4,3,0,7,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,40,0,7,33,10,2,8,3,0,2,0,1,
