id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,9304,7,9237,60,5334,77,3673,1584,1163,366,110,21,666,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10895,188,10696,11,3125,168,2890,67,1686,27,1505,76,78,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,458,0,458,0,74,0,68,6,50,9,33,4,4,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,20,0,20,0,17,3,14,0,16,0,15,0,1,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,537,1,535,1,70,5,62,3,64,5,45,7,7,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,431,3,427,1,160,2,158,0,41,4,25,5,7,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,284,0,284,0,41,2,37,2,73,9,31,1,32,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,243,7,236,0,60,2,57,1,51,7,30,7,7,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,619,0,617,2,87,7,80,0,48,10,25,5,8,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,349,9,340,0,54,5,48,1,45,8,26,9,2,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,225,1,224,0,33,2,31,0,61,8,34,4,15,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,312,0,312,0,77,2,73,2,37,8,20,3,6,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,110,0,110,0,49,4,43,2,28,3,19,3,3,
