id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,5149,84,5065,3651,453,3198,879,278,38,8,555,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,9231,118,9113,2788,241,2547,1659,35,1480,75,69,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,397,0,397,70,6,64,50,10,32,4,4,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,17,0,17,13,0,13,16,0,15,0,1,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,493,1,492,62,4,58,58,6,38,6,8,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,330,1,329,143,2,141,40,6,18,4,12,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,199,1,198,36,3,33,66,8,30,1,27,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,214,0,214,55,3,52,49,7,25,7,10,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,433,1,432,83,6,77,46,9,23,5,9,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,277,6,271,50,3,47,44,7,25,9,3,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,185,2,183,22,1,21,61,10,30,4,17,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,247,1,246,71,3,68,32,7,16,3,6,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,89,1,88,42,4,38,29,4,15,3,7,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,186,0,186,30,2,28,28,2,16,3,7,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,312,1,311,79,5,74,52,5,34,3,10,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,139,1,138,17,1,16,19,2,9,2,6,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,54,0,54,11,1,10,23,3,17,2,1,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,624,1,623,147,2,145,168,30,50,11,77,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,93,0,93,49,3,46,43,7,17,4,15,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,100,1,99,41,0,41,22,3,11,2,6,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,295,0,295,45,7,38,39,3,28,4,4,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,154,1,153,24,1,23,31,2,23,0,6,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,65,1,64,16,0,16,17,1,10,3,3,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,137,2,135,38,2,36,33,6,11,6,10,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,304,1,303,49,5,44,37,7,15,6,9,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,105,1,104,19,1,18,22,2,8,3,9,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,108,0,108,24,0,24,14,0,12,1,1,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,95,0,95,16,0,16,21,5,13,1,2,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,98,1,97,24,4,20,26,3,15,3,5,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,18,0,18,5,0,5,7,0,6,1,0,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,90,1,89,16,2,14,31,7,12,1,11,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,186,2,184,32,2,30,42,8,18,2,14,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,178,0,178,26,0,26,32,4,19,2,7,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,100,0,100,15,3,12,29,2,16,4,7,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,115,1,114,27,0,27,24,7,8,4,5,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,80,0,80,17,0,17,14,1,11,2,0,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,414,1,413,108,3,105,64,12,26,7,19,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,356,1,355,81,4,77,47,4,26,5,12,
