id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,9313,8,9246,59,5332,77,3673,1582,1173,387,113,22,651,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,11517,162,11344,11,3160,177,2914,69,1711,27,1533,76,75,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,465,1,463,1,76,1,69,6,50,6,36,4,4,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,22,0,22,0,17,3,14,0,16,0,16,0,0,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,561,2,558,1,70,5,62,3,64,5,45,7,7,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,435,2,432,1,160,1,159,0,41,1,30,6,4,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,294,0,294,0,41,2,37,2,76,10,31,1,34,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,250,4,246,0,60,2,57,1,51,6,31,7,7,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,653,1,650,2,93,10,82,1,48,7,28,5,8,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,364,9,355,0,57,8,48,1,46,9,26,9,2,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,233,1,232,0,32,1,31,0,61,6,40,4,11,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,317,0,317,0,78,2,73,3,38,8,21,3,6,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,144,1,143,0,52,5,45,2,28,3,19,3,3,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,197,0,194,3,36,1,32,3,30,1,18,3,8,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,502,5,497,0,129,2,125,2,54,3,39,5,7,
