id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,isolasi_di_rumah,probable_meninggal,selesai_isolasi,pelaku_perjalanan,perawatan_rs,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,isolasi_di_rumah,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,568,2,37,0,529,4,0,0,0,4,12,0,0,12,768,39,729,10,0,0,10,363,4,345,4,10,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,557,5,23,2,527,1,0,0,1,0,1,0,0,1,571,18,553,27,0,0,27,217,1,202,4,10,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,369,2,40,1,326,7,1,0,0,6,5,0,0,5,684,50,634,24,0,0,24,217,4,203,3,7,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,137,5,3,1,128,2,1,0,0,1,1,0,0,1,231,18,213,6,0,0,6,202,10,180,3,9,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,547,2,57,1,487,0,0,0,0,0,4,0,0,4,808,91,717,19,0,0,19,223,7,200,3,13,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,386,0,31,2,353,5,0,0,1,4,18,0,0,18,865,94,771,8,0,0,8,239,11,201,2,25,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,510,3,32,1,474,0,0,0,0,0,5,0,0,5,468,25,443,19,0,0,19,239,2,227,2,8,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,657,0,69,1,587,3,0,0,0,3,3,0,0,3,1331,111,1220,28,0,0,28,352,9,311,6,26,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,518,3,20,0,495,2,0,0,0,2,4,0,0,4,927,50,877,11,0,0,11,323,13,276,9,25,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,478,2,35,3,438,1,0,0,0,1,8,0,0,8,709,62,647,40,0,0,40,373,11,309,10,43,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,926,6,100,2,818,5,0,0,0,5,9,0,0,9,1781,165,1616,27,0,0,27,467,15,412,11,29,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,486,1,32,3,450,2,0,0,0,2,15,0,0,15,717,39,678,17,0,0,17,269,5,247,8,9,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,297,6,20,2,269,1,0,0,0,1,13,0,0,13,664,25,639,18,0,0,18,226,1,206,5,14,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,503,3,96,1,403,3,0,0,0,3,0,0,0,0,901,90,811,54,0,0,54,417,9,375,7,26,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,544,2,54,2,486,3,0,0,1,2,6,0,0,6,1006,68,938,51,0,0,51,355,9,324,9,13,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,480,1,68,0,411,1,0,0,0,1,6,0,0,6,1209,131,1078,22,0,0,22,398,8,352,6,32,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,301,2,20,0,279,0,0,0,0,0,1,0,0,1,500,36,464,10,0,0,10,156,4,142,3,7,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,790,3,63,2,722,1,0,0,0,1,7,0,0,7,1220,73,1147,39,0,0,39,511,7,457,17,30,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,1166,4,106,2,1054,9,1,0,0,8,21,0,0,21,2258,84,2174,51,0,0,51,751,13,703,16,19,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,788,3,54,1,730,1,0,0,0,1,12,0,0,12,1735,78,1657,61,0,0,61,410,9,376,6,19,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,1116,8,231,1,876,0,0,0,0,0,6,0,0,6,2078,354,1724,14,0,0,14,626,12,569,11,34,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,1124,8,57,7,1052,2,0,0,0,2,4,0,0,4,2256,99,2157,19,0,0,19,830,16,755,17,42,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,1092,11,86,4,991,1,0,0,0,1,30,0,0,30,2192,68,2124,94,0,0,94,451,16,379,9,47,
