id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,isolasi_di_rumah,probable_meninggal,selesai_isolasi,pelaku_perjalanan,perawatan_rs,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,isolasi_di_rumah,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,618,2,63,0,553,4,0,0,0,4,16,0,3,13,842,72,770,10,0,0,10,383,3,358,4,18,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,618,5,35,2,576,3,0,0,1,2,1,0,0,1,603,18,585,27,0,0,27,226,0,213,4,9,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,419,1,56,1,361,7,0,0,0,7,5,0,0,5,753,61,692,25,0,0,25,237,4,215,3,15,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,155,2,10,1,142,2,0,0,0,2,1,0,0,1,310,83,227,7,0,0,7,210,3,199,3,5,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,780,1,39,1,739,0,0,0,0,0,5,0,0,5,1081,106,975,20,0,0,20,247,9,218,3,17,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,456,5,61,2,388,5,0,0,1,4,18,0,0,18,1001,124,877,8,0,0,8,258,4,238,2,14,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,575,2,66,1,506,0,0,0,0,0,5,0,0,5,513,40,473,19,0,0,19,268,10,233,2,23,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,736,4,89,1,642,4,1,0,0,3,3,0,0,3,1483,173,1310,29,0,0,29,403,9,345,6,43,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,564,4,31,0,529,2,0,0,0,2,4,0,0,4,1051,116,935,11,0,0,11,370,9,312,10,39,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,541,5,50,3,483,1,0,0,0,1,8,0,0,8,836,137,699,40,0,0,40,418,14,365,11,28,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,1037,4,129,2,902,5,0,0,0,5,9,0,0,9,1935,167,1768,28,0,0,28,521,11,455,11,44,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,516,3,34,3,476,2,0,0,0,2,15,0,0,15,803,82,721,17,0,0,17,297,9,261,8,19,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,308,3,12,2,291,2,1,0,0,1,13,0,0,13,725,59,666,18,0,0,18,238,4,220,6,8,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,580,2,137,1,440,3,0,0,0,3,0,0,0,0,992,118,874,56,0,0,56,447,3,409,7,28,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,599,5,64,2,528,3,0,0,1,2,6,0,0,6,1147,140,1007,51,0,0,51,392,2,346,9,35,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,547,4,69,0,474,1,0,0,0,1,6,0,0,6,1324,152,1172,22,0,0,22,436,14,392,7,23,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,429,4,20,0,405,0,0,0,0,0,1,0,0,1,708,53,655,10,0,0,10,171,3,152,3,13,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,851,5,61,2,783,1,0,0,0,1,7,0,0,7,1292,93,1199,39,0,0,39,536,6,490,17,23,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,1275,7,131,2,1135,10,2,0,0,8,23,0,0,23,2391,127,2264,52,0,0,52,777,5,726,16,30,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,1002,27,136,1,838,1,0,0,0,1,13,0,1,12,1934,184,1750,61,0,0,61,434,5,391,6,32,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,1480,7,361,1,1111,0,0,0,0,0,6,0,0,6,2310,259,2051,14,0,0,14,662,8,611,13,30,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,1274,6,106,7,1155,2,0,0,0,2,4,0,0,4,2492,177,2315,20,0,0,20,913,17,807,18,71,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,1262,3,151,4,1104,1,0,0,0,1,31,0,1,30,2339,89,2250,97,0,0,97,502,10,441,10,41,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,391,3,26,2,360,0,0,0,0,0,14,0,0,14,813,92,721,14,0,0,14,249,7,224,8,10,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,979,4,87,1,887,2,0,0,0,2,12,0,0,12,1080,146,934,16,0,0,16,303,4,268,4,27,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,1083,7,83,3,990,0,0,0,0,0,8,0,0,8,736,50,686,13,0,0,13,420,7,376,11,26,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,204,3,7,0,194,2,0,0,0,2,2,0,0,2,344,79,265,11,0,0,11,98,1,93,2,2,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,272,1,37,0,234,1,0,0,0,1,10,0,0,10,392,34,358,1,0,0,1,123,4,97,3,19,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,2067,5,286,5,1771,3,0,0,0,3,100,0,0,100,2512,245,2267,42,0,0,42,672,10,575,11,76,
