id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,isolasi_di_rumah,probable_meninggal,selesai_isolasi,pelaku_perjalanan,perawatan_rs,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,isolasi_di_rumah,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,531,2,37,0,492,4,0,0,0,4,10,0,0,10,715,43,672,10,0,0,10,344,4,322,4,14,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,448,1,21,2,424,1,0,0,1,0,1,0,0,1,518,10,508,26,0,0,26,202,3,184,4,11,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,322,3,28,1,290,7,4,0,0,3,5,0,0,5,625,66,559,23,0,0,23,196,3,174,3,16,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,116,3,7,1,105,1,0,0,0,1,1,0,0,1,208,9,199,6,0,0,6,182,5,72,2,103,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,479,6,51,1,421,0,0,0,0,0,4,0,0,4,711,51,660,18,0,0,18,196,6,172,3,15,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,345,5,31,2,307,5,0,0,1,4,18,0,0,18,736,28,708,8,0,0,8,200,3,187,2,8,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,467,8,28,1,430,0,0,0,0,0,5,0,0,5,432,11,421,18,0,0,18,216,3,202,0,11,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,595,6,50,1,538,3,0,0,0,3,3,0,0,3,1215,77,1138,27,0,0,27,298,6,276,6,10,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,490,2,23,0,465,2,0,0,0,2,4,0,0,4,873,28,845,10,0,0,10,292,6,260,8,18,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,431,4,27,3,397,1,0,0,0,1,8,0,0,8,635,26,609,37,0,0,37,314,3,282,10,19,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,845,6,68,2,769,5,1,0,0,4,9,0,0,9,1636,87,1549,26,0,0,26,396,15,338,10,33,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,445,4,35,3,403,2,0,0,0,2,14,0,1,13,669,43,626,15,0,0,15,254,2,235,8,9,
