id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,isolasi_di_rumah,probable_meninggal,selesai_isolasi,pelaku_perjalanan,perawatan_rs,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,isolasi_di_rumah,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,557,2,30,0,525,4,0,0,0,4,10,0,0,10,758,35,723,10,0,0,10,360,4,343,4,9,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,490,5,25,2,458,1,0,0,1,0,1,0,0,1,549,16,533,27,0,0,27,215,2,198,4,11,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,356,2,33,1,320,7,3,0,0,4,5,0,0,5,676,55,621,23,0,0,23,212,4,194,3,11,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,135,5,4,1,125,2,1,0,0,1,1,0,0,1,227,16,211,6,0,0,6,190,5,179,3,3,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,537,1,58,1,477,0,0,0,0,0,4,0,0,4,792,80,712,19,0,0,19,214,7,194,3,10,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,375,1,34,2,338,5,0,0,1,4,18,0,0,18,820,92,728,8,0,0,8,222,2,198,2,20,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,501,5,29,1,466,0,0,0,0,0,5,0,0,5,463,26,437,19,0,0,19,237,3,218,1,15,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,639,1,64,1,573,3,0,0,0,3,3,0,0,3,1301,103,1198,28,0,0,28,333,10,294,6,23,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,510,4,18,0,488,2,0,0,0,2,4,0,0,4,914,44,870,11,0,0,11,307,8,275,9,15,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,466,2,31,3,430,1,0,0,0,1,8,0,0,8,689,47,642,39,0,0,39,342,8,304,10,20,
