id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,4,0,4,1,1,0,1,1,0,0,0,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,2,0,2,0,0,0,0,0,0,0,0,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,3,0,3,2,1,1,1,0,0,0,1,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,0,0,0,2,0,2,0,0,0,0,0,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,4,2,2,2,2,0,0,0,0,0,0,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,5,0,5,6,2,4,7,2,3,1,1,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,0,0,0,1,1,0,0,0,0,0,0,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,4,2,2,8,6,2,6,4,0,0,2,
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,771,90,681,180,111,69,130,98,2,7,23,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,6,2,4,5,1,4,1,0,0,0,1,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,2,0,2,0,0,0,0,0,0,0,0,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,12,0,12,6,5,1,3,1,0,1,1,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,5,0,5,2,2,0,2,1,0,1,0,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,2,1,1,2,1,1,1,0,0,0,1,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,1,0,1,0,0,0,0,0,0,0,0,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,4,0,4,2,1,1,1,1,0,0,0,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,1,0,1,3,1,2,1,0,1,0,0,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,4,1,3,1,0,1,0,0,0,0,0,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,1,0,1,3,2,1,0,0,0,0,0,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,1,0,1,3,2,1,3,1,1,0,1,
