id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,probable_meninggal,selesai_isolasi,pelaku_perjalanan,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,296,9,2,2,283,1,0,0,1,7,0,7,550,93,457,17,62,1,41,6,14,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,88,1,2,3,82,1,0,0,1,13,0,13,182,6,176,8,36,0,22,5,9,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,71,0,2,2,67,0,0,0,0,13,0,13,248,1,247,8,20,0,18,1,1,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,78,1,1,1,75,0,0,0,0,0,0,0,198,19,179,33,24,2,14,1,7,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,67,7,2,2,56,0,0,0,0,3,0,3,199,11,188,24,21,1,16,0,4,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,56,1,0,0,55,0,0,0,0,2,1,1,87,7,80,11,33,1,24,1,7,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,64,2,0,0,62,0,0,0,0,0,0,0,58,7,51,8,7,1,2,0,4,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,161,2,0,1,158,0,0,0,0,3,0,3,151,10,141,24,70,5,38,7,20,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,368,8,2,1,357,0,0,0,0,7,0,7,849,94,755,35,133,3,50,8,72,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,221,8,0,1,212,0,0,0,0,7,0,7,710,56,654,39,105,3,68,1,33,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,80,2,1,1,76,0,0,0,0,4,0,4,458,29,429,6,43,4,34,2,3,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,117,4,0,6,107,1,0,0,1,3,0,3,477,16,461,7,70,7,49,5,9,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,175,5,4,4,162,0,0,0,0,13,7,6,681,70,611,73,36,4,21,2,9,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,105,7,0,1,97,0,0,0,0,7,0,7,183,10,173,11,37,0,18,3,16,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,135,2,0,1,132,0,0,0,0,9,0,9,134,4,130,6,29,5,11,1,12,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,160,1,0,3,156,0,0,0,0,0,0,0,139,13,126,3,30,1,21,2,6,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,39,0,0,0,39,0,0,0,0,0,0,0,62,5,57,8,14,1,6,1,6,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,25,0,0,0,25,0,0,0,0,3,0,3,60,5,55,0,12,0,9,1,2,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,226,0,0,4,222,0,0,0,0,88,0,88,429,14,415,39,59,2,35,3,19,
3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,74,3,0,1,70,0,0,0,0,17,0,17,87,6,81,6,18,1,10,2,5,
3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,101,1,1,1,98,0,0,0,0,0,0,0,103,3,100,17,21,0,16,0,5,
3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,77,5,7,1,64,0,0,0,0,1,0,1,164,27,137,38,25,1,16,2,6,
3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,132,0,5,1,126,0,0,0,0,3,1,2,363,25,338,58,61,0,40,1,20,
3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,127,1,0,2,124,0,0,0,0,2,0,2,127,10,117,7,26,0,20,1,5,
3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,131,2,0,0,129,1,0,0,1,0,0,0,104,7,97,5,22,5,15,0,2,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,86,2,2,1,81,0,0,0,0,41,0,41,140,6,134,3,14,0,5,4,5,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,98,4,0,3,91,0,0,0,0,9,0,9,146,3,143,5,21,2,16,2,1,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,55,3,1,2,49,0,0,0,0,3,0,3,233,21,212,21,38,3,21,3,11,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,56,0,1,1,54,0,0,0,0,1,0,1,98,5,93,4,19,0,16,1,2,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,42,0,0,0,42,0,0,0,0,3,0,3,220,9,211,12,46,0,39,2,5,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,65,7,0,2,56,0,0,0,0,1,0,1,66,3,63,6,11,0,9,1,1,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,64,2,1,2,59,0,0,0,0,2,0,2,165,21,144,11,32,1,21,4,6,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,79,4,0,1,74,0,0,0,0,3,0,3,184,8,176,25,46,0,38,1,7,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,79,5,2,4,68,0,0,0,0,6,1,5,277,11,266,4,48,1,36,3,8,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,162,5,5,9,143,0,0,0,0,9,0,9,432,19,413,40,46,0,33,5,8,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,78,8,0,1,69,0,0,0,0,1,0,1,106,25,81,15,20,0,12,0,8,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,297,6,2,2,287,2,0,0,2,1,0,1,186,12,174,13,76,1,53,8,14,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,82,1,0,0,81,0,0,0,0,0,0,0,178,3,175,2,17,0,10,0,7,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,142,3,1,2,136,0,0,0,0,7,0,7,509,23,486,72,95,6,59,6,24,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,125,2,2,3,118,0,0,0,0,3,0,3,288,12,276,9,36,5,22,1,8,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,41,0,0,3,38,0,0,0,0,0,0,0,101,5,96,5,25,0,15,2,8,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,29,3,0,1,25,0,0,0,0,1,0,1,45,1,44,3,17,3,8,0,6,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,68,0,1,2,65,0,0,0,0,1,0,1,68,7,61,1,20,0,14,3,3,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,42,5,0,0,37,0,0,0,0,2,0,2,141,12,129,45,33,1,6,4,22,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,27,1,0,0,26,0,0,0,0,16,0,16,96,0,96,6,10,0,8,0,2,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,55,0,0,0,55,1,0,0,1,20,0,20,91,3,88,0,15,0,6,1,8,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,93,3,0,1,89,0,0,0,0,1,0,1,224,5,219,1,26,0,17,1,8,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,226,8,0,0,218,0,0,0,0,0,0,0,94,7,87,17,54,3,39,0,12,
3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,30,0,1,1,28,0,0,0,0,5,0,5,50,0,50,0,18,0,11,1,6,
3173031007,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,31,1,1,0,29,0,0,0,0,0,0,0,47,16,31,0,4,0,2,1,1,
3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,17,0,0,1,16,0,0,0,0,4,0,4,39,3,36,7,19,1,16,2,0,
3173021001,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,106,1,0,3,102,0,0,0,0,38,0,38,361,8,353,37,46,1,32,0,13,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,87,2,0,3,82,1,0,1,0,11,2,9,290,47,243,3,44,3,29,4,8,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,134,3,2,5,124,0,0,0,0,23,1,22,317,9,308,13,87,0,46,2,39,
3174021007,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,15,0,0,0,15,0,0,0,0,0,0,0,43,0,43,1,6,1,5,0,0,
3174071002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,39,0,1,3,35,0,0,0,0,7,0,7,119,1,118,0,12,0,9,1,2,
3171031005,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,110,1,0,1,108,0,0,0,0,2,0,2,149,2,147,1,17,0,13,2,2,
3171021004,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,88,2,0,1,85,0,0,0,0,1,0,1,131,15,116,4,28,0,14,4,10,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,46,1,1,2,42,0,0,0,0,2,0,2,79,14,65,8,37,1,24,3,9,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,110,2,0,2,106,0,0,0,0,3,0,3,145,10,135,25,58,2,31,3,22,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,260,9,1,1,249,1,0,0,1,5,0,5,240,12,228,8,52,4,32,2,14,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,72,3,1,1,67,0,0,0,0,4,0,4,218,28,190,18,44,0,32,0,12,
3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,121,3,4,2,112,0,0,0,0,2,0,2,131,11,120,12,28,1,17,3,7,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,163,4,0,4,155,0,0,0,0,2,0,2,301,83,218,62,78,1,54,2,21,
3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,117,10,1,3,103,0,0,0,0,2,0,2,280,15,265,30,49,3,30,3,13,
3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,15,1,0,0,14,0,0,0,0,3,0,3,82,5,77,3,6,1,3,0,2,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,89,2,1,5,81,0,0,0,0,22,4,18,344,47,297,6,40,2,30,4,4,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,140,0,0,2,138,0,0,0,0,4,0,4,262,24,238,14,27,0,16,2,9,
3173041006,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,209,3,20,1,185,0,0,0,0,0,0,0,164,13,151,7,94,4,68,4,18,
3173041008,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,59,1,0,0,58,0,0,0,0,0,0,0,83,6,77,1,10,0,7,0,3,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,86,0,0,3,83,0,0,0,0,3,0,3,119,14,105,13,36,2,32,1,1,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,185,3,1,3,178,0,0,0,0,3,0,3,592,11,581,94,102,5,43,4,50,
3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,101,8,1,0,92,0,0,0,0,3,1,2,152,4,148,8,30,2,10,2,16,
3172041004,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,86,6,3,5,72,0,0,0,0,1,0,1,135,12,123,28,41,7,28,4,2,
3174081002,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,129,4,0,3,122,0,0,0,0,5,0,5,205,9,196,9,48,1,30,1,16,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,335,3,7,4,321,0,0,0,0,5,1,4,1016,268,748,26,62,6,46,4,6,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,151,1,0,0,150,0,0,0,0,1,0,1,101,4,97,6,37,0,25,2,10,
3173061004,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,127,0,2,3,122,0,0,0,0,0,0,0,261,24,237,1,7,1,3,2,1,
3172011002,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,14,0,0,0,14,0,0,0,0,4,0,4,24,1,23,0,16,1,14,1,0,
3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,56,0,0,2,54,0,0,0,0,1,0,1,98,0,98,0,18,0,15,1,2,
3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,34,0,0,4,30,0,0,0,0,3,0,3,57,2,55,3,54,1,33,1,19,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,91,4,0,0,87,1,0,0,1,0,0,0,251,5,246,61,80,3,44,7,26,
3175041002,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,189,8,2,1,178,0,0,0,0,7,0,7,435,43,392,48,96,4,72,8,12,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,133,1,8,16,108,0,0,0,0,3,1,2,311,16,295,8,43,3,29,6,5,
3172011003,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,49,1,0,0,48,0,0,0,0,7,0,7,84,5,79,16,22,3,15,3,1,
3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,199,8,1,4,186,1,0,1,0,3,1,2,384,15,369,10,50,4,27,5,14,
3174021004,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,50,1,0,0,49,0,0,0,0,8,0,8,131,3,128,4,20,0,18,0,2,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,68,4,0,1,63,0,0,0,0,16,0,16,129,6,123,4,22,0,14,2,6,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,39,0,0,1,38,0,0,0,0,3,0,3,33,0,33,0,7,0,3,2,2,
3171071003,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,65,3,1,0,61,0,0,0,0,7,0,7,124,6,118,0,14,0,12,1,1,
3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,152,5,3,1,143,0,0,0,0,0,0,0,248,56,192,14,49,2,33,1,13,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,101,0,1,0,100,1,0,0,1,0,0,0,267,7,260,17,45,1,30,2,12,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,151,4,0,4,143,0,0,0,0,10,0,10,331,34,297,21,68,0,48,5,15,
3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,44,1,1,0,42,0,0,0,0,0,0,0,103,8,95,6,7,1,4,0,2,
3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,111,4,0,1,106,0,0,0,0,0,0,0,124,5,119,9,30,2,23,0,5,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,135,10,1,0,124,1,0,0,1,1,0,1,387,20,367,8,33,4,13,3,13,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,106,10,2,1,93,0,0,0,0,15,0,15,214,9,205,2,35,2,24,2,7,
3174011004,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,79,2,0,2,75,0,0,0,0,15,0,15,249,3,246,12,36,1,32,0,3,
3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,141,5,4,1,131,0,0,0,0,3,0,3,293,25,268,50,66,2,45,1,18,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,199,3,3,4,189,0,0,0,0,9,2,7,666,30,636,47,92,3,54,8,27,
3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,217,2,7,1,207,0,0,0,0,0,0,0,264,8,256,3,107,2,88,8,9,
3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,55,2,0,1,52,0,0,0,0,1,0,1,59,3,56,0,9,0,8,1,0,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,128,0,0,5,123,0,0,0,0,7,0,7,125,4,121,24,55,1,38,5,11,
3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,58,3,0,3,52,0,0,0,0,1,0,1,54,4,50,17,36,3,11,2,20,
3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,209,2,2,2,203,0,0,0,0,5,0,5,274,5,269,2,81,2,72,6,1,
3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,57,2,0,1,54,0,0,0,0,2,0,2,240,11,229,11,33,4,20,0,9,
3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,63,0,1,2,60,0,0,0,0,2,0,2,162,33,129,11,36,1,29,2,4,
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,46,2,0,0,44,0,0,0,0,1,0,1,108,10,98,3,20,2,15,0,3,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,94,1,0,5,88,1,0,0,1,4,0,4,208,7,201,12,31,3,25,1,2,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,81,2,0,2,77,0,0,0,0,15,0,15,304,9,295,19,34,1,25,0,8,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,56,1,0,0,55,0,0,0,0,1,1,0,129,15,114,17,31,2,23,1,5,
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,111,4,0,1,106,0,0,0,0,0,0,0,410,41,369,31,36,5,23,1,7,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,297,8,9,2,278,0,0,0,0,35,0,35,510,19,491,29,72,5,46,5,16,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,289,4,0,2,283,0,0,0,0,10,0,10,546,18,528,21,55,2,40,8,5,
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,126,2,0,5,119,0,0,0,0,2,0,2,276,29,247,45,45,2,29,2,12,
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,144,3,0,3,138,0,0,0,0,0,0,0,214,14,200,17,57,0,39,1,17,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,59,1,2,1,55,0,0,0,0,5,0,5,90,7,83,50,34,4,23,1,6,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,95,2,2,3,88,0,0,0,0,2,0,2,129,7,122,10,39,1,32,1,5,
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,89,0,0,1,88,0,0,0,0,0,0,0,242,4,238,43,135,1,125,2,7,
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,87,1,0,2,84,0,0,0,0,0,0,0,97,2,95,1,44,1,29,5,9,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,248,4,0,2,242,0,0,0,0,2,0,2,207,4,203,10,61,0,48,8,5,
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,126,6,4,0,116,0,0,0,0,4,0,4,149,2,147,22,21,0,15,0,6,
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,181,3,0,4,174,0,0,0,0,0,0,0,479,93,386,80,78,7,40,3,28,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,165,6,3,9,147,0,0,0,0,0,0,0,271,42,229,50,77,1,55,4,17,
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,159,0,1,4,154,0,0,0,0,3,0,3,487,59,428,31,129,3,67,7,52,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,97,3,2,1,91,0,0,0,0,4,0,4,182,22,160,18,24,1,14,2,7,
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,27,2,0,0,25,0,0,0,0,0,0,0,105,3,102,3,12,1,6,0,5,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,64,2,2,6,54,0,0,0,0,3,0,3,149,13,136,9,32,2,18,2,10,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,36,0,0,1,35,0,0,0,0,0,0,0,244,47,197,4,9,0,6,0,3,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,37,3,0,1,33,0,0,0,0,17,0,17,43,2,41,1,8,0,5,2,1,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,112,1,0,0,111,1,0,0,1,2,0,2,249,11,238,8,35,2,22,3,8,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,225,15,2,1,207,0,0,0,0,3,0,3,166,6,160,28,119,2,65,5,47,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,119,2,0,2,115,0,0,0,0,27,0,27,241,7,234,20,36,2,24,6,4,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,200,3,1,0,196,0,0,0,0,3,0,3,126,7,119,7,33,1,23,0,9,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10033,243,116,93,9581,11,0,1,10,261,7,254,10965,598,10367,645,2666,78,2157,81,350,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,161,1,1,3,156,0,0,0,0,3,0,3,224,13,211,23,30,1,15,0,14,
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,63,0,0,1,62,0,0,0,0,4,0,4,194,22,172,17,14,0,8,0,6,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,138,7,2,2,127,0,0,0,0,2,0,2,141,4,137,7,32,0,28,0,4,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,106,4,2,1,99,0,0,0,0,0,0,0,69,3,66,6,37,1,29,2,5,
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,67,3,0,2,62,0,0,0,0,0,0,0,301,25,276,8,23,4,10,2,7,
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,28,0,0,1,27,0,0,0,0,0,0,0,63,7,56,3,4,1,3,0,0,
3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,83,4,3,1,75,0,0,0,0,1,0,1,160,21,139,8,27,2,20,0,5,
