id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,321,0,320,1,25,3,22,0,37,1,32,0,4,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,392,0,392,0,46,1,44,1,36,2,25,2,7,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,123,0,123,0,28,3,25,0,21,0,15,1,5,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,37,0,37,0,15,0,14,1,6,0,5,1,0,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,182,1,180,1,36,1,35,0,18,2,14,0,2,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,426,0,426,0,24,0,23,1,23,0,19,2,2,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,99,0,99,0,6,3,3,0,13,0,8,0,5,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,258,1,257,0,43,5,37,1,31,1,24,3,3,
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,10685,1,10627,57,5302,1,3726,1575,2790,239,616,43,1892,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,252,0,251,1,35,1,34,0,26,0,19,1,6,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,127,0,127,0,11,0,8,3,56,1,42,7,6,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,732,1,731,0,81,9,70,2,64,0,45,7,12,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,231,2,228,1,48,7,39,2,32,0,20,5,7,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,314,2,312,0,20,2,16,2,19,0,16,1,2,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,274,0,274,0,21,0,21,0,18,1,14,1,2,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,247,3,244,0,23,0,21,2,18,1,16,0,1,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,115,0,115,0,26,0,26,0,30,1,22,1,6,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,100,0,100,0,22,0,22,0,6,0,2,0,4,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,270,3,267,0,41,1,40,0,59,4,36,7,12,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,1061,9,1051,1,111,6,104,1,74,3,46,6,19,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,806,4,801,1,89,7,82,0,84,4,62,1,17,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,485,1,484,0,27,1,25,1,41,3,33,1,4,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,534,0,534,0,52,4,42,6,66,7,47,4,8,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,775,4,770,1,55,4,48,3,34,4,19,2,9,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,236,0,236,0,45,6,39,0,23,0,17,3,3,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,223,1,222,0,53,3,50,0,21,2,7,1,11,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,254,1,252,1,25,2,21,2,25,0,21,2,2,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,84,0,84,0,15,1,14,0,11,1,5,1,4,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,76,0,76,0,8,0,8,0,11,0,9,1,1,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,597,0,597,0,82,0,78,4,44,1,32,3,8,
3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,135,0,135,0,39,1,37,1,14,0,10,2,2,
3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,189,2,187,0,24,1,22,1,17,0,16,0,1,
3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,175,0,175,0,21,1,19,1,22,1,15,0,6,
3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,461,0,461,0,43,1,41,1,46,0,38,1,7,
3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,204,0,204,0,46,1,43,2,29,0,24,1,4,
3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,195,2,193,0,40,3,37,0,22,5,9,0,8,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,188,1,186,1,31,1,30,0,10,0,3,4,3,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,175,0,175,0,56,3,51,2,20,1,16,2,1,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,268,0,267,1,20,3,16,1,31,1,19,3,8,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,120,0,120,0,17,0,16,1,21,0,15,1,5,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,255,1,254,0,13,1,12,0,43,1,38,1,3,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,93,1,92,0,30,2,26,2,12,0,9,1,2,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,197,0,196,1,20,3,16,1,29,0,21,3,5,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,228,1,227,0,34,4,29,1,45,0,35,1,9,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,307,2,303,2,43,1,41,1,46,2,31,3,10,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,501,6,494,1,66,5,54,7,43,1,30,5,7,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,162,1,161,0,27,2,24,1,17,0,10,0,7,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,385,1,384,0,72,5,65,2,63,0,50,8,5,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,232,0,232,0,28,2,26,0,12,0,8,0,4,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,643,0,641,2,58,4,53,1,92,7,53,6,26,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,379,3,376,0,36,1,32,3,29,3,21,1,4,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,123,0,123,0,18,0,15,3,19,1,10,0,8,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,64,0,63,1,8,3,5,0,15,3,8,0,4,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,98,0,98,0,22,0,20,2,19,0,14,3,2,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,209,1,208,0,9,1,8,0,25,2,5,3,15,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,119,0,119,0,10,1,9,0,9,0,8,0,1,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,138,0,138,0,20,0,20,0,8,0,5,1,2,
