id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,probable_meninggal,selesai_isolasi,pelaku_perjalanan,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,90,1,2,3,84,1,0,1,13,0,13,204,15,189,8,0,8,39,2,25,6,6,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,82,2,5,2,73,0,0,0,13,0,13,257,8,249,8,0,8,24,2,17,2,3,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,86,0,4,1,81,0,0,0,0,0,0,219,23,196,33,0,33,32,4,17,1,10,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,81,3,3,2,73,0,0,0,3,0,3,233,28,205,24,0,24,33,3,20,0,10,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,81,2,21,0,58,0,0,0,4,2,2,218,118,100,11,0,11,38,3,28,1,6,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,71,3,0,0,68,0,0,0,0,0,0,65,4,61,8,0,8,9,1,6,0,2,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,199,3,18,2,176,0,0,0,7,3,4,220,47,173,25,0,25,94,0,49,7,38,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,404,16,10,2,376,0,0,0,7,0,7,981,124,857,37,0,37,167,6,70,8,83,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,244,9,10,1,224,0,0,0,7,0,7,770,56,714,40,0,40,118,4,84,1,29,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,97,5,4,1,87,0,0,0,4,0,4,490,22,468,7,0,7,54,9,41,2,2,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,140,11,5,6,118,1,0,1,3,0,3,543,38,505,7,0,7,96,14,60,6,16,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,199,8,9,4,178,0,0,0,18,7,11,904,92,812,74,0,74,46,1,32,2,11,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,119,10,0,2,107,0,0,0,7,0,7,196,6,190,9,0,9,38,1,24,3,10,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,297,10,149,1,137,0,0,0,9,0,9,144,6,138,6,0,6,36,1,19,3,13,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,182,3,1,3,175,0,0,0,1,0,1,192,21,171,3,0,3,47,2,24,3,18,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,43,2,1,0,40,0,0,0,0,0,0,112,49,63,10,0,10,14,0,12,1,1,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,39,1,1,0,37,0,0,0,12,0,12,129,9,120,0,0,0,15,0,11,1,3,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,246,7,5,5,229,0,0,0,88,0,88,447,10,437,36,0,36,69,7,47,3,12,
3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,90,6,8,1,75,0,0,0,17,0,17,146,52,94,5,0,5,21,3,12,2,4,
3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,111,3,5,1,102,0,0,0,1,0,1,122,19,103,17,0,17,28,5,18,0,5,
3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,98,3,15,1,79,0,0,0,3,2,1,252,82,170,39,0,39,31,4,19,2,6,
3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,160,7,13,1,139,0,0,0,4,0,4,528,51,477,58,0,58,74,6,49,1,18,
3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,146,5,12,2,127,0,0,0,2,0,2,146,15,131,7,0,7,34,3,25,1,5,
3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,211,3,68,0,140,1,0,1,0,0,0,118,8,110,5,0,5,26,6,18,0,2,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,97,3,2,1,91,0,0,0,42,0,42,162,13,149,3,0,3,18,1,8,4,5,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,114,12,1,3,98,0,0,0,9,0,9,199,42,157,5,0,5,24,1,18,2,3,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,62,2,2,2,56,0,0,0,3,0,3,267,33,234,23,0,23,43,5,27,3,8,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,65,3,2,1,59,0,0,0,1,0,1,113,5,108,4,0,4,28,0,18,1,9,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,54,3,2,0,49,0,0,0,3,0,3,264,21,243,11,0,11,53,1,42,2,8,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,70,3,1,2,64,0,0,0,1,0,1,86,6,80,8,0,8,13,1,10,1,1,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,75,3,4,2,66,0,0,0,2,0,2,195,18,177,11,0,11,41,4,26,4,7,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,93,3,2,1,87,0,0,0,3,0,3,201,12,189,24,0,24,55,1,41,1,12,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,93,3,1,4,85,0,0,0,6,0,6,328,25,303,4,0,4,54,2,43,3,6,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,188,10,9,9,160,0,0,0,13,4,9,656,127,529,40,0,40,61,1,40,5,15,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,90,3,7,1,79,0,0,0,1,0,1,187,78,109,15,0,15,21,0,16,0,5,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,326,9,1,3,313,2,0,2,1,0,1,243,38,205,14,0,14,87,1,65,8,13,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,140,0,3,0,137,0,0,0,3,1,2,250,24,226,2,0,2,18,0,16,0,2,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,151,2,5,2,142,0,0,0,7,0,7,532,21,511,61,0,61,107,6,83,7,11,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,135,5,0,3,127,0,0,0,3,0,3,326,16,310,8,0,8,48,3,28,1,16,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,56,8,3,3,42,0,0,0,0,0,0,109,4,105,6,0,6,28,3,18,2,5,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,38,7,0,1,30,0,0,0,1,0,1,54,8,46,3,0,3,16,3,11,0,2,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,77,1,5,2,69,0,0,0,1,0,1,84,12,72,1,0,1,28,3,16,3,6,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,48,5,1,0,42,0,0,0,2,0,2,169,15,154,42,0,42,43,3,22,5,13,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,28,0,0,0,28,0,0,0,17,0,17,112,14,98,6,0,6,11,1,10,0,0,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,69,2,11,0,56,1,0,1,20,0,20,146,52,94,0,0,0,39,0,11,1,27,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,102,5,1,1,95,0,0,0,1,0,1,283,41,242,0,0,0,31,1,21,2,7,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,260,11,0,0,249,0,0,0,0,0,0,110,11,99,17,0,17,60,8,44,0,8,
3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,31,0,0,1,30,0,0,0,5,0,5,55,1,54,0,0,0,13,0,12,1,0,
3173031007,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,35,1,3,0,31,0,0,0,0,0,0,57,8,49,0,0,0,5,0,2,1,2,
3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,18,0,0,1,17,0,0,0,4,0,4,60,20,40,7,0,7,20,1,16,2,1,
3173021001,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,116,7,2,4,103,0,0,0,39,0,39,386,21,365,30,0,30,50,1,35,0,14,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,94,4,1,4,85,1,1,0,11,0,11,339,21,318,3,0,3,48,4,36,5,3,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,141,3,3,4,131,0,0,0,24,1,23,342,18,324,12,0,12,92,4,61,2,25,
3174021007,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,19,0,3,0,16,0,0,0,0,0,0,54,11,43,1,0,1,6,1,5,0,0,
3174071002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,44,1,0,3,40,0,0,0,7,0,7,165,38,127,0,0,0,14,1,10,1,2,
3171031005,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,120,5,1,1,113,0,0,0,2,0,2,159,10,149,1,0,1,20,0,14,2,4,
3171021004,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,97,5,1,1,90,0,0,0,2,1,1,139,5,134,4,0,4,32,2,23,4,3,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,54,4,2,2,46,0,0,0,2,0,2,118,31,87,7,0,7,50,8,31,3,8,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,139,9,5,3,122,0,0,0,5,2,3,171,27,144,25,0,25,71,4,41,5,21,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,287,4,18,2,263,1,0,1,5,0,5,274,30,244,9,0,9,57,4,45,2,6,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,86,8,1,1,76,0,0,0,4,0,4,319,101,218,21,0,21,59,1,38,0,20,
3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,133,8,4,2,119,0,0,0,2,0,2,263,56,207,12,0,12,32,3,24,3,2,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,183,8,8,4,163,0,0,0,2,0,2,327,26,301,58,0,58,85,1,73,2,9,
3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,134,9,0,3,122,0,0,0,2,0,2,345,62,283,30,0,30,52,0,36,4,12,
3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,19,0,2,0,17,0,0,0,3,0,3,97,16,81,4,0,4,9,2,5,0,2,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,100,6,3,5,86,0,0,0,22,4,18,381,71,310,6,0,6,48,1,33,4,10,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,142,2,1,2,137,0,0,0,4,0,4,369,104,265,16,0,16,28,1,23,2,2,
3173041006,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,284,11,43,1,229,0,0,0,3,3,0,307,96,211,7,0,7,102,0,84,5,13,
3173041008,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,72,2,3,0,67,0,0,0,0,0,0,92,5,87,1,0,1,15,2,10,0,3,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,93,2,2,4,85,0,0,0,4,1,3,192,17,175,12,0,12,40,2,35,1,2,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,211,5,2,3,201,0,0,0,3,0,3,660,35,625,90,0,90,119,4,81,6,28,
3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,116,8,6,0,102,0,0,0,3,0,3,183,23,160,8,0,8,40,5,19,2,14,
3172041004,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,116,12,2,5,97,0,0,0,1,0,1,201,56,145,28,0,28,52,10,35,4,3,
3174081002,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,188,11,3,3,171,0,0,0,8,2,6,260,16,244,9,0,9,59,4,40,1,14,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,383,8,35,4,336,0,0,0,5,0,5,1232,180,1052,25,0,25,74,5,56,4,9,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,174,6,4,0,164,0,0,0,1,0,1,126,22,104,7,0,7,44,1,31,2,10,
3173061004,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,142,2,11,3,126,0,0,0,0,0,0,289,33,256,1,0,1,10,2,4,2,2,
3172011002,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,14,0,0,0,14,0,0,0,4,0,4,45,17,28,0,0,0,17,1,15,1,0,
3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,74,5,10,2,57,0,0,0,2,1,1,99,1,98,0,0,0,19,0,15,1,3,
3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,40,0,0,4,36,0,0,0,3,0,3,67,8,59,4,0,4,74,2,41,3,28,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,111,7,2,0,102,1,0,1,0,0,0,279,12,267,61,0,61,92,3,62,9,18,
3175041002,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,218,11,15,1,191,0,0,0,7,0,7,536,98,438,48,0,48,104,1,78,8,17,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,161,8,9,16,128,0,0,0,5,1,4,484,129,355,10,0,10,58,6,33,6,13,
3172011003,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,56,2,1,0,53,0,0,0,9,2,7,137,35,102,16,0,16,34,10,16,3,5,
3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,226,18,5,4,199,1,1,0,3,1,2,408,24,384,8,0,8,55,2,42,5,6,
3174021004,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,52,1,0,0,51,0,0,0,8,0,8,137,5,132,4,0,4,21,1,20,0,0,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,80,1,3,1,75,0,0,0,20,4,16,190,53,137,4,0,4,24,2,16,2,4,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,39,0,0,1,38,0,0,0,3,0,3,41,7,34,0,0,0,8,0,3,2,3,
3171071003,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,102,3,22,0,77,0,0,0,7,0,7,131,5,126,0,0,0,18,1,13,1,3,
3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,166,10,1,1,154,0,0,0,0,0,0,273,17,256,14,0,14,55,2,45,1,7,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,113,3,0,0,110,1,0,1,0,0,0,283,20,263,18,0,18,47,1,37,2,7,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,167,10,1,4,152,0,0,0,10,0,10,433,97,336,21,0,21,87,6,54,5,22,
3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,76,0,27,0,49,0,0,0,2,2,0,132,27,105,7,0,7,16,3,5,0,8,
3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,129,7,4,1,117,0,0,0,0,0,0,166,27,139,10,0,10,42,7,27,0,8,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,146,6,5,0,135,1,0,1,1,0,1,430,21,409,8,0,8,35,3,24,3,5,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,114,2,1,1,110,0,0,0,15,0,15,252,19,233,2,0,2,36,1,28,2,5,
3174011004,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,87,3,4,2,78,0,0,0,15,0,15,277,18,259,13,0,13,38,1,35,0,2,
3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,186,10,15,1,160,0,0,0,10,3,7,392,83,309,47,0,47,137,6,58,1,72,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,208,4,3,5,196,0,0,0,9,0,9,711,32,679,49,0,49,94,4,74,9,7,
3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,283,6,15,1,261,0,0,0,0,0,0,270,3,267,3,0,3,120,2,98,9,11,
3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,62,5,1,1,55,0,0,0,1,0,1,72,4,68,0,0,0,10,0,8,1,1,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,153,7,13,5,128,0,0,0,7,0,7,185,42,143,24,0,24,61,0,44,5,12,
3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,68,3,4,4,57,0,0,0,1,0,1,65,5,60,17,0,17,42,2,30,2,8,
3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,236,9,8,2,217,0,0,0,5,0,5,287,7,280,2,0,2,94,8,73,6,7,
3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,62,1,1,1,59,0,0,0,2,0,2,307,59,248,11,0,11,46,3,26,0,17,
3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,64,0,3,2,59,0,0,0,2,0,2,173,12,161,11,0,11,36,0,33,2,1,
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,51,3,1,0,47,0,0,0,1,0,1,130,12,118,3,0,3,28,5,22,1,0,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,99,3,1,5,90,1,0,1,4,0,4,231,9,222,12,0,12,32,0,29,2,1,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,87,4,1,2,80,0,0,0,15,0,15,328,14,314,19,0,19,39,3,32,0,4,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,56,1,0,0,55,0,0,0,1,0,1,152,18,134,16,0,16,38,1,31,2,4,
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,125,6,7,1,111,0,0,0,0,0,0,474,51,423,32,0,32,40,8,30,1,1,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,323,4,13,2,304,0,0,0,38,3,35,572,47,525,30,0,30,87,8,67,5,7,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,307,3,9,2,293,0,0,0,12,2,10,586,35,551,25,0,25,69,6,43,8,12,
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,139,5,5,6,123,0,0,0,4,2,2,324,42,282,44,0,44,58,6,35,3,14,
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,161,5,4,3,149,0,0,0,0,0,0,251,25,226,19,0,19,84,6,51,2,25,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,64,3,1,1,59,0,0,0,5,0,5,247,19,228,51,0,51,36,1,30,1,4,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,117,8,8,3,98,0,0,0,2,0,2,546,33,513,10,0,10,52,6,36,1,9,
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,96,0,4,1,91,0,0,0,0,0,0,260,8,252,43,0,43,130,1,125,2,2,
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,109,9,3,2,95,0,0,0,0,0,0,107,8,99,1,0,1,49,1,31,5,12,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,260,4,4,2,250,0,0,0,2,0,2,247,24,223,10,0,10,85,4,53,9,19,
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,143,3,0,0,140,0,0,0,4,0,4,189,10,179,25,0,25,31,5,24,1,1,
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,205,4,20,5,176,0,0,0,0,0,0,524,93,431,70,0,70,109,8,73,3,25,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,176,9,9,11,147,0,0,0,0,0,0,319,48,271,49,0,49,101,5,70,4,22,
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,168,7,13,5,143,0,0,0,3,0,3,523,47,476,30,0,30,145,4,110,8,23,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,114,3,9,1,101,0,0,0,5,1,4,236,36,200,19,0,19,28,1,17,2,8,
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,31,2,0,0,29,0,0,0,0,0,0,290,89,201,3,0,3,18,2,12,0,4,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,68,2,1,6,59,0,0,0,3,0,3,160,11,149,9,0,9,32,1,25,2,4,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,39,1,0,1,37,0,0,0,0,0,0,254,4,250,4,0,4,10,0,7,0,3,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,63,0,0,1,62,0,0,0,17,0,17,49,4,45,1,0,1,9,1,5,2,1,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,135,1,20,0,114,1,0,1,2,0,2,269,18,251,7,0,7,39,3,28,3,5,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,251,4,2,1,244,0,0,0,4,0,4,198,21,177,35,0,35,163,4,91,5,63,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,135,9,2,2,122,0,0,0,27,0,27,255,7,248,20,0,20,40,3,30,6,1,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,241,5,6,0,230,0,0,0,3,0,3,142,14,128,7,0,7,37,2,29,0,6,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10905,348,208,97,10252,11,1,10,296,25,271,13333,1258,12075,689,0,689,2952,115,2494,82,261,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,167,3,0,3,161,0,0,0,3,0,3,270,32,238,24,0,24,36,0,23,0,13,
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,77,7,0,1,69,0,0,0,4,0,4,287,89,198,16,0,16,13,0,10,0,3,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,140,1,1,2,136,0,0,0,2,0,2,157,11,146,9,0,9,35,1,30,0,4,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,132,1,0,1,130,0,0,0,0,0,0,97,13,84,6,0,6,41,1,31,2,7,
