id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,probable_meninggal,selesai_isolasi,pelaku_perjalanan,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,170,6,3,9,152,0,0,0,0,9,0,9,447,25,422,40,48,0,34,5,9,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,81,8,0,1,72,0,0,0,0,1,0,1,107,23,84,15,20,0,13,0,7,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,302,9,1,2,290,2,0,0,2,1,0,1,201,15,186,13,84,1,53,8,22,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,82,0,0,0,82,0,0,0,0,0,0,0,180,4,176,2,18,1,11,0,6,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,151,8,1,2,140,0,0,0,0,7,0,7,517,15,502,73,96,6,63,6,21,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,126,3,0,3,120,0,0,0,0,3,0,3,294,12,282,8,46,5,22,1,18,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,43,2,0,3,38,0,0,0,0,0,0,0,105,6,99,5,25,0,15,2,8,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,32,2,0,1,29,0,0,0,0,1,0,1,45,0,45,3,13,0,8,0,5,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,74,2,4,2,66,0,0,0,0,1,0,1,69,6,63,1,21,0,14,3,4,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,43,2,0,0,41,0,0,0,0,2,0,2,150,11,139,45,40,2,7,4,27,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,28,0,0,0,28,0,0,0,0,17,0,17,98,1,97,6,11,1,9,0,1,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,57,1,1,0,55,1,0,0,1,20,0,20,93,4,89,0,16,0,7,1,8,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,96,5,0,1,90,0,0,0,0,1,0,1,232,7,225,0,27,1,17,1,8,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,253,29,0,0,224,0,0,0,0,0,0,0,99,7,92,17,54,3,41,0,10,
3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,30,0,0,1,29,0,0,0,0,5,0,5,50,0,50,0,21,0,11,1,9,
3173031007,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,32,0,2,0,30,0,0,0,0,0,0,0,47,16,31,0,4,0,2,1,1,
3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,18,1,0,1,16,0,0,0,0,4,0,4,59,22,37,7,20,1,16,2,1,
3173021001,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,106,0,0,3,103,0,0,0,0,39,0,39,364,7,357,37,47,2,32,0,13,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,88,2,0,3,83,1,0,1,0,11,0,11,296,17,279,3,45,4,29,4,8,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,139,4,1,5,129,0,0,0,0,23,0,23,321,11,310,13,90,2,55,2,31,
3174021007,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,16,1,0,0,15,0,0,0,0,0,0,0,43,0,43,1,6,1,5,0,0,
3174071002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,42,0,0,3,39,0,0,0,0,7,0,7,119,0,119,0,12,0,10,1,1,
3171031005,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,113,3,0,1,109,0,0,0,0,2,0,2,153,5,148,1,18,0,13,2,3,
3171021004,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,91,3,0,1,87,0,0,0,0,1,0,1,136,13,123,4,28,0,14,4,10,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,50,4,2,2,42,0,0,0,0,2,0,2,87,17,70,8,39,1,28,3,7,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,115,4,1,2,108,0,0,0,0,3,0,3,148,9,139,25,63,3,31,3,26,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,263,5,2,1,255,1,0,0,1,5,0,5,253,15,238,8,54,4,32,2,16,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,76,3,1,1,71,0,0,0,0,4,0,4,222,19,203,18,45,0,33,0,12,
3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,122,2,1,2,117,0,0,0,0,2,0,2,169,45,124,12,29,1,19,3,6,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,167,4,0,4,159,0,0,0,0,2,0,2,311,23,288,59,79,2,61,2,14,
3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,122,4,1,3,114,0,0,0,0,2,0,2,287,15,272,30,49,3,31,3,12,
3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,16,0,0,0,16,0,0,0,0,3,0,3,82,2,80,3,7,2,3,0,2,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,93,4,1,5,83,0,0,0,0,22,4,18,345,43,302,6,42,2,30,4,6,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,141,0,0,2,139,0,0,0,0,4,0,4,263,8,255,14,27,0,18,2,7,
3173041006,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,230,3,25,1,201,0,0,0,0,0,0,0,198,35,163,7,95,2,71,5,17,
3173041008,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,60,1,0,0,59,0,0,0,0,0,0,0,85,5,80,1,12,1,7,0,4,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,87,1,0,3,83,0,0,0,0,3,0,3,128,13,115,12,36,2,32,1,1,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,193,3,0,3,187,0,0,0,0,4,1,3,616,27,589,94,105,5,46,5,49,
3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,111,9,2,0,100,0,0,0,0,3,0,3,170,18,152,8,30,2,13,2,13,
3172041004,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,94,9,3,5,77,0,0,0,0,1,0,1,143,20,123,28,43,9,28,4,2,
3174081002,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,140,3,0,3,134,0,0,0,0,5,0,5,210,11,199,9,49,1,30,1,17,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,345,4,10,4,327,0,0,0,0,6,0,6,1034,53,981,26,63,7,46,4,6,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,162,12,0,0,150,0,0,0,0,1,0,1,108,10,98,6,37,0,26,2,9,
3173061004,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,127,0,1,3,123,0,0,0,0,0,0,0,266,17,249,1,7,1,3,2,1,
3172011002,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,14,0,0,0,14,0,0,0,0,4,0,4,24,1,23,0,16,1,14,1,0,
3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,59,2,0,2,55,0,0,0,0,1,0,1,99,1,98,0,17,0,15,1,1,
3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,38,4,0,4,30,0,0,0,0,3,0,3,62,4,58,3,56,2,36,1,17,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,98,2,0,0,96,1,0,0,1,0,0,0,260,15,245,64,82,4,45,7,26,
3175041002,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,191,5,0,1,185,0,0,0,0,7,0,7,440,46,394,48,101,4,72,8,17,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,138,2,6,16,114,0,0,0,0,3,0,3,317,13,304,8,43,3,29,6,5,
3172011003,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,52,3,0,0,49,0,0,0,0,7,0,7,91,9,82,16,24,2,16,3,3,
3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,211,14,3,4,190,1,0,1,0,3,1,2,392,17,375,10,52,4,30,5,13,
3174021004,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,51,2,0,0,49,0,0,0,0,8,0,8,132,2,130,4,20,0,18,0,2,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,75,4,0,1,70,0,0,0,0,16,0,16,134,8,126,4,22,0,14,2,6,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,39,0,0,1,38,0,0,0,0,3,0,3,34,0,34,0,8,0,3,2,3,
3171071003,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,68,4,1,0,63,0,0,0,0,7,0,7,124,0,124,0,15,1,12,1,1,
3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,155,4,1,1,149,0,0,0,0,0,0,0,255,52,203,14,52,3,38,1,10,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,103,1,2,0,100,1,0,0,1,0,0,0,271,11,260,17,46,2,31,2,11,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,155,6,0,4,145,0,0,0,0,10,0,10,341,26,315,21,69,1,48,5,15,
3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,50,2,6,0,42,0,0,0,0,0,0,0,106,11,95,6,8,1,4,0,3,
3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,115,5,0,1,109,0,0,0,0,0,0,0,141,19,122,10,31,3,25,0,3,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,136,6,1,0,129,1,0,0,1,1,0,1,389,18,371,9,33,4,15,3,11,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,108,4,0,1,103,0,0,0,0,15,0,15,215,9,206,2,35,2,25,2,6,
3174011004,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,83,3,1,2,77,0,0,0,0,15,0,15,260,12,248,11,37,2,32,0,3,
3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,145,2,5,1,137,0,0,0,0,7,4,3,299,22,277,49,68,3,48,1,16,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,202,4,2,4,192,0,0,0,0,9,1,8,679,25,654,47,94,5,55,8,26,
3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,221,0,7,1,213,0,0,0,0,0,0,0,269,7,262,3,109,1,90,8,10,
3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,58,4,0,1,53,0,0,0,0,1,0,1,69,5,64,0,9,0,8,1,0,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,129,1,0,5,123,0,0,0,0,7,0,7,141,5,136,24,56,1,40,5,10,
3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,60,4,0,3,53,0,0,0,0,1,0,1,55,3,52,17,36,3,14,2,17,
3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,213,3,2,2,206,0,0,0,0,5,0,5,279,4,275,2,87,6,73,6,2,
3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,58,2,0,1,55,0,0,0,0,2,0,2,246,14,232,11,37,3,22,0,12,
3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,64,0,2,2,60,0,0,0,0,2,0,2,168,38,130,11,36,1,32,2,1,
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,46,1,0,0,45,0,0,0,0,1,0,1,111,12,99,3,20,3,15,0,2,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,94,1,0,5,88,1,0,0,1,4,0,4,218,7,211,12,32,3,27,1,1,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,83,0,1,2,80,0,0,0,0,15,0,15,306,5,301,19,35,2,25,0,8,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,56,2,0,0,54,0,0,0,0,1,1,0,134,13,121,17,37,2,23,1,11,
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,119,6,2,1,110,0,0,0,0,0,0,0,421,41,380,31,38,6,24,1,7,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,301,2,10,2,287,0,0,0,0,35,0,35,522,20,502,29,75,6,49,5,15,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,290,2,0,2,286,0,0,0,0,10,0,10,555,16,539,22,55,3,39,8,5,
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,132,7,0,5,120,0,0,0,0,2,0,2,287,28,259,45,45,2,31,3,9,
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,149,6,0,3,140,0,0,0,0,0,0,0,229,19,210,17,73,0,40,1,32,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,60,1,1,1,57,0,0,0,0,5,0,5,105,10,95,50,35,4,23,1,7,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,100,4,5,3,88,0,0,0,0,2,0,2,226,16,210,10,40,2,33,1,4,
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,91,0,1,1,89,0,0,0,0,0,0,0,258,6,252,43,131,1,125,2,3,
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,92,1,0,2,89,0,0,0,0,0,0,0,99,3,96,1,46,1,29,5,11,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,253,5,0,2,246,0,0,0,0,2,0,2,218,11,207,10,60,0,48,8,4,
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,128,2,4,0,122,0,0,0,0,4,0,4,152,3,149,22,23,1,16,0,6,
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,189,8,0,4,177,0,0,0,0,0,0,0,484,95,389,77,93,8,48,3,34,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,163,4,3,9,147,0,0,0,0,0,0,0,277,38,239,50,79,2,58,4,15,
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,160,0,1,4,155,0,0,0,0,3,0,3,496,65,431,31,134,3,67,7,57,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,101,2,1,1,97,0,0,0,0,4,0,4,196,35,161,18,26,1,17,2,6,
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,28,1,0,0,27,0,0,0,0,0,0,0,107,3,104,3,13,1,9,0,3,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,66,2,1,6,57,0,0,0,0,3,0,3,151,7,144,9,32,2,20,2,8,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,38,1,0,1,36,0,0,0,0,0,0,0,246,41,205,4,9,0,7,0,2,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,62,1,0,1,60,0,0,0,0,17,0,17,43,1,42,1,9,1,5,2,1,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,126,2,10,0,114,1,0,0,1,2,0,2,257,7,250,8,35,2,23,3,7,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,229,9,2,1,217,0,0,0,0,3,0,3,166,3,163,28,138,5,75,5,53,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,123,4,0,2,117,0,0,0,0,27,0,27,245,4,241,19,36,2,26,6,2,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,204,3,1,0,200,0,0,0,0,3,0,3,131,6,125,7,33,1,23,0,9,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10162,167,81,93,9821,11,0,1,10,262,4,258,11358,641,10717,645,2751,82,2384,82,203,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,164,4,0,3,157,0,0,0,0,3,0,3,238,19,219,23,31,1,15,0,15,
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,68,5,0,1,62,0,0,0,0,4,0,4,233,56,177,16,10,0,10,0,0,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,139,6,2,2,129,0,0,0,0,2,0,2,145,8,137,7,33,0,28,0,5,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,109,6,0,1,102,0,0,0,0,0,0,0,73,5,68,6,36,1,29,2,4,
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,69,1,0,2,66,0,0,0,0,0,0,0,301,11,290,8,29,4,12,3,10,
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,36,0,7,1,28,0,0,0,0,0,0,0,63,6,57,3,4,1,3,0,0,
3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,86,3,1,1,81,0,0,0,0,1,0,1,169,14,155,8,28,2,20,0,6,
