id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan rs,isolasi di rumah,suspek meninggal,selesai isolasi,probable,perawatan rs,probable meninggal,selesai isolasi,pelaku perjalanan,isolasi di rumah,selesai isolasi,kontak erat,isolasi di rumah,selesai isolasi,discarded,positif,dirawat,sembuh,meninggal,self isolation,keterangan
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,89,1,0,1,87,0,0,0,0,41,0,41,148,8,140,3,16,1,5,4,6,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,105,5,0,3,97,0,0,0,0,9,0,9,159,10,149,5,22,1,16,2,3,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,56,1,1,2,52,0,0,0,0,3,0,3,242,21,221,22,37,3,22,3,9,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,58,0,2,1,55,0,0,0,0,1,0,1,107,7,100,4,22,0,16,1,5,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,46,3,0,0,43,0,0,0,0,3,0,3,235,18,217,11,48,0,41,2,5,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,66,4,0,2,60,0,0,0,0,1,0,1,72,7,65,6,12,1,9,1,1,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,67,4,1,2,60,0,0,0,0,2,0,2,171,22,149,11,35,2,23,4,6,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,86,5,0,1,80,0,0,0,0,3,0,3,189,7,182,24,46,0,38,1,7,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,84,4,0,4,76,0,0,0,0,6,1,5,291,11,280,4,48,0,40,3,5,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,171,7,3,9,152,0,0,0,0,9,0,9,445,21,424,40,48,0,34,5,9,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,81,7,0,1,73,0,0,0,0,1,0,1,108,24,84,15,20,0,15,0,5,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,303,8,1,2,292,2,0,0,2,1,0,1,207,21,186,13,80,1,53,8,18,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,82,0,0,0,82,0,0,0,0,0,0,0,181,4,177,2,18,1,11,0,6,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,146,8,1,2,135,0,0,0,0,7,0,7,514,11,503,65,96,5,64,6,21,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,128,3,2,3,120,0,0,0,0,3,0,3,295,12,283,8,46,4,23,1,18,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,45,4,0,3,38,0,0,0,0,0,0,0,105,6,99,5,25,0,15,2,8,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,32,2,0,1,29,0,0,0,0,1,0,1,45,0,45,3,13,0,8,0,5,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,74,2,4,2,66,0,0,0,0,1,0,1,69,4,65,1,21,0,14,3,4,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,43,2,0,0,41,0,0,0,0,2,0,2,150,10,140,45,40,2,7,4,27,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,28,0,0,0,28,0,0,0,0,17,0,17,97,2,95,6,11,1,9,0,1,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,55,1,1,0,53,1,0,0,1,20,0,20,94,3,91,0,16,0,7,1,8,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,98,6,0,1,91,0,0,0,0,1,0,1,256,29,227,0,27,1,17,1,8,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,251,28,0,0,223,0,0,0,0,0,0,0,101,9,92,17,56,4,41,0,11,
3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,30,0,0,1,29,0,0,0,0,5,0,5,50,0,50,0,21,0,12,1,8,
3173031007,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,32,0,2,0,30,0,0,0,0,0,0,0,48,17,31,0,4,0,2,1,1,
3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,18,0,0,1,17,0,0,0,0,4,0,4,60,23,37,7,20,1,16,2,1,
3173021001,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,106,0,0,3,103,0,0,0,0,39,0,39,362,7,355,37,47,1,32,0,14,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,88,2,0,3,83,1,0,1,0,11,0,11,300,17,283,3,45,3,32,4,6,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,136,4,1,5,126,0,0,0,0,23,0,23,322,8,314,12,90,2,55,2,31,
3174021007,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,16,1,0,0,15,0,0,0,0,0,0,0,43,0,43,1,6,1,5,0,0,
3174071002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,42,0,0,3,39,0,0,0,0,7,0,7,123,2,121,0,12,0,10,1,1,
3171031005,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,114,3,1,1,109,0,0,0,0,2,0,2,153,6,147,1,18,0,13,2,3,
3171021004,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,91,3,0,1,87,0,0,0,0,2,1,1,135,12,123,4,28,0,15,4,9,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,51,5,2,2,42,0,0,0,0,2,0,2,88,16,72,7,39,1,29,3,6,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,126,5,10,2,109,0,0,0,0,3,0,3,148,10,138,25,65,1,32,4,28,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,262,5,2,1,254,1,0,0,1,5,0,5,257,18,239,8,56,4,32,2,18,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,76,3,1,1,71,0,0,0,0,4,0,4,228,23,205,18,45,0,33,0,12,
3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,122,3,1,2,116,0,0,0,0,2,0,2,223,76,147,12,31,3,19,3,6,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,168,5,1,4,158,0,0,0,0,2,0,2,308,23,285,57,80,2,62,2,14,
3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,123,4,1,3,115,0,0,0,0,2,0,2,287,14,273,30,49,3,32,3,11,
3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,15,0,0,0,15,0,0,0,0,3,0,3,83,2,81,3,8,2,4,0,2,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,93,4,1,5,83,0,0,0,0,22,4,18,346,44,302,6,43,2,30,4,7,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,141,0,0,2,139,0,0,0,0,4,0,4,263,8,255,14,27,0,18,2,7,
3173041006,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,236,5,25,1,205,0,0,0,0,0,0,0,192,28,164,7,96,1,76,5,14,
3173041008,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,60,1,0,0,59,0,0,0,0,0,0,0,85,3,82,1,13,2,7,0,4,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,87,1,0,3,83,0,0,0,0,3,0,3,152,11,141,12,36,0,35,1,0,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,192,4,0,3,185,0,0,0,0,4,1,3,611,28,583,94,108,4,48,5,51,
3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,102,6,1,0,95,0,0,0,0,3,0,3,165,12,153,8,34,2,13,2,17,
3172041004,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,96,10,3,5,78,0,0,0,0,1,0,1,155,28,127,28,45,9,29,4,3,
3174081002,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,139,5,0,3,131,0,0,0,0,5,0,5,210,11,199,9,49,1,30,1,17,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,347,5,13,4,325,0,0,0,0,5,0,5,1036,30,1006,25,64,4,50,4,6,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,167,12,1,0,154,0,0,0,0,1,0,1,113,15,98,6,38,0,27,2,9,
3173061004,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,128,0,2,3,123,0,0,0,0,0,0,0,266,17,249,1,8,1,3,2,2,
3172011002,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,14,0,0,0,14,0,0,0,0,4,0,4,27,2,25,0,16,0,15,1,0,
3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,60,2,0,2,56,0,0,0,0,1,0,1,99,1,98,0,18,0,15,1,2,
3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,38,4,0,4,30,0,0,0,0,3,0,3,63,5,58,3,64,1,38,1,24,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,95,2,0,0,93,1,0,0,1,0,0,0,258,15,243,64,83,3,48,7,25,
3175041002,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,191,5,1,1,184,0,0,0,0,7,0,7,440,46,394,48,101,1,75,8,17,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,141,4,7,16,114,0,0,0,0,3,0,3,323,20,303,8,43,2,29,6,6,
3172011003,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,52,3,0,0,49,0,0,0,0,7,0,7,93,9,84,16,25,3,16,3,3,
3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,207,10,3,4,190,1,0,1,0,3,1,2,394,18,376,10,52,1,34,5,12,
3174021004,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,51,2,0,0,49,0,0,0,0,8,0,8,132,2,130,4,20,0,18,0,2,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,76,3,0,1,72,0,0,0,0,16,0,16,136,10,126,4,23,1,14,2,6,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,39,0,0,1,38,0,0,0,0,3,0,3,34,0,34,0,8,0,3,2,3,
3171071003,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,71,5,1,0,65,0,0,0,0,7,0,7,125,0,125,0,15,1,12,1,1,
3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,155,3,0,1,151,0,0,0,0,0,0,0,256,20,236,14,52,2,39,1,10,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,103,1,1,0,101,1,0,0,1,0,0,0,271,11,260,17,46,1,32,2,11,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,154,5,0,4,145,0,0,0,0,10,0,10,357,41,316,21,70,2,48,5,15,
3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,51,3,6,0,42,0,0,0,0,0,0,0,106,11,95,6,9,2,4,0,3,
3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,116,7,0,1,108,0,0,0,0,0,0,0,142,19,123,10,31,3,25,0,3,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,137,5,2,0,130,1,0,0,1,1,0,1,395,10,385,8,33,1,18,3,11,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,107,4,0,1,102,0,0,0,0,15,0,15,220,7,213,2,35,1,26,2,6,
3174011004,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,83,3,1,2,77,0,0,0,0,15,0,15,260,11,249,11,37,1,34,0,2,
3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,150,6,4,1,139,0,0,0,0,10,3,7,304,24,280,46,68,4,49,1,14,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,203,4,2,4,193,0,0,0,0,9,0,9,677,15,662,45,94,3,57,8,26,
3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,230,0,9,1,220,0,0,0,0,0,0,0,268,6,262,3,110,1,90,8,11,
3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,57,3,0,1,53,0,0,0,0,1,0,1,69,5,64,0,9,0,8,1,0,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,133,0,5,5,123,0,0,0,0,7,0,7,140,4,136,24,57,1,40,5,11,
3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,61,5,0,3,53,0,0,0,0,1,0,1,56,3,53,17,38,2,17,2,17,
3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,217,6,2,2,207,0,0,0,0,5,0,5,277,3,274,2,87,6,73,6,2,
3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,57,2,0,1,54,0,0,0,0,2,0,2,248,14,234,11,37,3,23,0,11,
3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,64,0,2,2,60,0,0,0,0,2,0,2,169,38,131,11,37,1,33,2,1,
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,47,1,0,0,46,0,0,0,0,1,0,1,112,11,101,3,20,3,16,0,1,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,95,2,0,5,88,1,0,0,1,4,0,4,217,6,211,12,32,2,28,1,1,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,83,0,1,2,80,0,0,0,0,15,0,15,305,3,302,19,35,1,27,0,7,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,56,2,0,0,54,0,0,0,0,1,0,1,134,11,123,17,38,1,25,1,11,
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,119,5,3,1,110,0,0,0,0,0,0,0,419,41,378,31,38,6,26,1,5,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,307,3,14,2,288,0,0,0,0,35,0,35,535,25,510,29,76,5,52,5,14,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,291,1,1,2,287,0,0,0,0,10,0,10,564,22,542,22,55,3,39,8,5,
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,128,6,0,5,117,0,0,0,0,2,0,2,290,28,262,45,45,1,31,3,10,
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,153,5,5,3,140,0,0,0,0,0,0,0,233,21,212,17,73,0,40,1,32,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,59,1,1,1,56,0,0,0,0,5,0,5,133,11,122,50,35,2,26,1,6,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,103,6,5,3,89,0,0,0,0,2,0,2,299,15,284,10,42,4,34,1,3,
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,92,0,2,1,89,0,0,0,0,0,0,0,256,5,251,43,132,1,126,2,3,
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,94,2,0,2,90,0,0,0,0,0,0,0,98,2,96,1,47,1,29,5,12,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,249,5,0,2,242,0,0,0,0,2,0,2,222,14,208,10,68,0,48,8,12,
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,126,0,4,0,122,0,0,0,0,4,0,4,160,5,155,22,23,0,17,1,5,
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,187,7,0,4,176,0,0,0,0,0,0,0,487,94,393,76,99,7,50,3,39,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,164,4,4,9,147,0,0,0,0,0,0,0,282,42,240,49,81,1,60,4,16,
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,164,1,5,4,154,0,0,0,0,3,0,3,499,68,431,31,135,3,68,8,56,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,103,2,3,1,97,0,0,0,0,4,0,4,209,46,163,18,26,1,17,2,6,
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,29,2,0,0,27,0,0,0,0,0,0,0,138,30,108,3,13,1,9,0,3,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,66,1,2,6,57,0,0,0,0,3,0,3,153,9,144,9,31,2,22,2,5,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,38,0,0,1,37,0,0,0,0,0,0,0,246,40,206,4,9,0,7,0,2,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,62,1,0,1,60,0,0,0,0,17,0,17,44,2,42,1,9,1,5,2,1,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,126,2,10,0,114,1,0,0,1,2,0,2,256,6,250,8,35,2,23,3,7,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,231,9,2,1,219,0,0,0,0,3,0,3,175,10,165,28,139,5,75,5,54,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,123,3,0,2,118,0,0,0,0,27,0,27,250,6,244,19,36,0,29,6,1,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,206,5,1,0,200,0,0,0,0,3,0,3,131,6,125,7,33,1,25,0,7,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10224,211,94,93,9826,11,0,1,10,267,10,257,11561,687,10874,637,2780,94,2402,83,201,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,164,4,0,3,157,0,0,0,0,3,0,3,253,28,225,23,31,1,17,0,13,
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,70,6,0,1,63,0,0,0,0,4,0,4,242,61,181,16,10,0,10,0,0,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,138,6,2,2,128,0,0,0,0,2,0,2,147,10,137,7,33,0,28,0,5,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,120,4,0,1,115,0,0,0,0,0,0,0,82,7,75,6,37,0,30,2,5,
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,70,1,0,2,67,0,0,0,0,0,0,0,298,12,286,8,29,2,14,3,10,
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,36,0,7,1,28,0,0,0,0,0,0,0,64,7,57,3,4,0,4,0,0,
3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,86,4,1,1,80,0,0,0,0,1,0,1,171,19,152,8,28,2,20,0,6,
3174011007,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,70,1,0,0,69,0,0,0,0,4,0,4,201,21,180,18,21,0,17,0,4,
