id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan rs,isolasi di rumah,suspek meninggal,selesai isolasi,probable,perawatan rs,probable meninggal,selesai isolasi,pelaku perjalanan,isolasi di rumah,selesai isolasi,kontak erat,isolasi di rumah,selesai isolasi,discarded,positif,dirawat,sembuh,meninggal,self isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,143,7,35,0,101,0,0,0,0,6,1,5,291,39,252,4,43,4,34,0,5,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,190,2,6,1,181,0,0,0,0,0,0,0,286,13,273,21,46,3,35,2,6,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,64,5,5,0,54,0,0,0,0,2,0,2,126,38,88,22,27,3,18,1,5,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,32,0,1,1,30,0,0,0,0,0,0,0,31,3,28,0,7,1,4,1,1,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,111,4,1,1,105,0,0,0,0,2,0,2,130,21,109,14,32,3,19,0,10,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,90,2,0,2,86,0,0,0,0,18,0,18,371,16,355,6,28,3,21,2,2,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,61,10,0,1,50,0,0,0,0,2,0,2,65,9,56,6,16,1,11,0,4,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,131,12,4,0,115,1,0,1,0,1,0,1,223,39,184,24,38,1,29,3,5,
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,11174,11,8,1627,9528,1,0,0,1,122,0,122,6614,94,6520,82,3659,722,854,51,2032,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,165,18,39,0,108,0,0,0,0,2,0,2,222,11,211,4,32,0,27,2,3,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,71,15,10,3,43,0,0,0,0,0,0,0,139,43,96,21,69,1,49,7,12,
