id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan rs,isolasi di rumah,suspek meninggal,selesai isolasi,probable,perawatan rs,probable meninggal,selesai isolasi,pelaku perjalanan,isolasi di rumah,selesai isolasi,kontak erat,isolasi di rumah,selesai isolasi,discarded,meninggal,selesai isolasi,positif,dirawat,sembuh,meninggal,self isolation,keterangan
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,77,9,0,1,67,0,0,0,0,4,0,4,272,74,198,16,0,16,10,0,10,0,0,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,140,3,1,2,134,0,0,0,0,2,0,2,152,9,143,9,0,9,34,0,29,0,5,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,132,3,0,1,128,0,0,0,0,0,0,0,93,11,82,6,0,6,41,1,31,2,7,
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,76,4,0,2,70,0,0,0,0,0,0,0,344,48,296,8,0,8,32,4,16,3,9,
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,38,0,8,1,29,0,0,0,0,0,0,0,66,7,59,3,0,3,5,0,4,0,1,
3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,102,11,2,1,88,0,0,0,0,1,0,1,183,23,160,8,0,8,26,1,21,0,4,
3174011007,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,79,3,1,0,75,0,0,0,0,4,0,4,212,25,187,18,0,18,23,2,18,0,3,
3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,53,1,4,2,46,0,0,0,0,6,0,6,242,39,203,16,0,16,24,1,20,2,1,
3173031003,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,87,4,1,1,81,0,0,0,0,5,0,5,140,10,130,35,0,35,87,1,73,0,13,
3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,100,4,32,0,64,0,0,0,0,0,0,0,113,20,93,8,0,8,20,4,11,1,4,
3174071001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,8,0,0,0,8,0,0,0,0,1,0,1,26,7,19,0,0,0,5,0,5,0,0,
3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,92,2,3,2,85,1,0,0,1,1,0,1,289,33,256,16,0,16,42,2,34,4,2,
3174021005,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,129,2,14,3,110,0,0,0,0,33,2,31,549,122,427,31,0,31,61,1,28,2,30,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,124,2,8,4,110,0,0,0,0,11,0,11,286,31,255,37,0,37,51,3,33,4,11,
3173081003,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,80,5,3,1,71,0,0,0,0,2,0,2,183,59,124,14,0,14,28,1,24,2,1,
3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,90,3,4,6,77,0,0,0,0,3,0,3,188,29,159,7,0,7,37,3,32,0,2,
3175101004,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,75,2,6,0,67,0,0,0,0,2,0,2,72,12,60,21,0,21,25,0,13,0,12,
3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,667,16,34,5,612,0,0,0,0,5,1,4,1368,50,1318,19,0,19,269,6,177,14,72,
3172051001,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,194,4,4,2,184,0,0,0,0,11,0,11,397,15,382,9,0,9,45,3,37,2,3,
3175011004,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,105,2,0,2,101,1,0,0,1,1,0,1,318,6,312,56,0,56,74,2,49,5,18,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,416,15,21,2,378,0,0,0,0,1,0,1,784,106,678,63,0,63,133,7,89,8,29,
3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,90,4,2,0,84,0,0,0,0,8,0,8,280,22,258,5,0,5,30,4,19,3,4,
3172021003,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,127,2,16,0,109,0,0,0,0,4,0,4,290,85,205,43,0,43,34,2,16,1,15,
3171021001,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,85,8,2,2,73,0,0,0,0,4,0,4,175,25,150,3,0,3,25,4,19,0,2,
3174021006,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,82,5,1,3,73,0,0,0,0,15,1,14,353,20,333,14,0,14,37,1,28,2,6,
3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,113,7,1,1,104,0,0,0,0,3,1,2,231,19,212,3,0,3,41,1,24,2,14,
3171041003,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,193,2,4,1,186,0,0,0,0,3,0,3,333,35,298,59,0,59,96,5,83,5,3,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,287,5,25,7,250,0,0,0,0,6,0,6,674,99,575,16,0,16,69,6,53,3,7,
3171061002,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,112,12,2,2,96,0,0,0,0,0,0,0,435,17,418,46,0,46,127,2,113,2,10,
3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,359,4,15,1,339,0,0,0,0,33,8,25,857,66,791,75,0,75,119,7,49,4,59,
3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,95,6,0,2,87,0,0,0,0,5,0,5,327,33,294,24,0,24,47,6,30,3,8,
3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,120,3,3,2,112,2,0,0,2,1,0,1,276,88,188,11,0,11,42,7,28,2,5,
3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,152,5,0,1,146,1,0,0,1,1,0,1,247,27,220,19,0,19,60,4,44,5,7,
3175051005,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,246,19,3,1,223,0,0,0,0,1,0,1,78,5,73,8,0,8,20,1,11,2,6,
3173041009,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,124,0,3,2,119,0,0,0,0,2,0,2,127,4,123,16,0,16,25,0,25,0,0,
3174031003,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,145,8,0,2,135,0,0,0,0,12,0,12,512,93,419,4,0,4,35,1,16,4,14,
3174081005,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,64,3,2,2,57,0,0,0,0,7,0,7,148,16,132,6,0,6,19,1,16,0,2,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,159,7,1,1,150,0,0,0,0,3,0,3,344,82,262,56,0,56,93,4,59,3,27,
3172011001,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,307,9,3,4,291,1,0,0,1,21,1,20,1833,94,1739,111,0,111,198,10,150,6,32,
3174101001,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,158,5,11,4,138,0,0,0,0,0,0,0,197,10,187,16,0,16,18,0,12,3,3,
3171071004,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,321,3,8,7,303,0,0,0,0,7,0,7,228,13,215,3,0,3,148,2,133,9,4,
3174071008,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,36,1,0,0,35,0,0,0,0,2,0,2,95,2,93,0,0,0,8,0,7,0,1,
3171011004,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,73,6,2,1,64,0,0,0,0,13,0,13,248,6,242,13,0,13,31,1,25,2,3,
3171011003,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,73,10,0,3,60,0,0,0,0,10,0,10,178,5,173,25,0,25,41,2,31,2,6,
3174101004,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,138,10,1,2,125,0,0,0,0,0,0,0,341,21,320,6,0,6,9,0,9,0,0,
3174101003,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,180,5,2,4,169,1,0,0,1,3,0,3,431,13,418,6,0,6,36,1,30,2,3,
3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,58,2,0,1,55,0,0,0,0,0,0,0,310,145,165,21,0,21,27,5,16,2,4,
3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,35,1,8,1,25,0,0,0,0,2,0,2,111,19,92,0,0,0,9,2,3,0,4,
3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,88,0,0,3,85,0,0,0,0,1,0,1,113,8,105,24,0,24,34,1,27,4,2,
3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,123,3,3,4,113,0,0,0,0,10,0,10,268,17,251,20,0,20,37,3,20,3,11,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,111,2,6,4,99,0,0,0,0,11,1,10,457,173,284,8,0,8,64,6,46,6,6,
3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,444,8,3,0,433,0,0,0,0,3,0,3,189,15,174,7,0,7,101,0,79,4,18,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,206,6,3,0,197,0,0,0,0,6,1,5,320,21,299,9,0,9,83,3,69,4,7,
3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,124,0,1,1,122,0,0,0,0,1,0,1,94,7,87,5,0,5,32,0,25,5,2,
3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,142,6,2,1,133,2,0,0,2,71,0,71,404,11,393,34,0,34,40,2,37,1,0,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,220,11,0,4,205,0,0,0,0,43,0,43,397,11,386,9,0,9,66,4,46,9,7,
3175101003,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,74,3,1,3,67,0,0,0,0,2,0,2,92,17,75,21,0,21,15,0,13,1,1,
3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,59,0,0,0,59,0,0,0,0,0,0,0,56,2,54,0,0,0,1,0,0,0,1,
3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,43,0,0,1,42,0,0,0,0,0,0,0,137,0,137,1,0,1,1,0,1,0,0,
3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,50,0,0,1,49,0,0,0,0,0,0,0,129,1,128,4,0,4,3,0,1,0,2,
3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,6,0,0,0,6,0,0,0,0,0,0,0,155,0,155,1,0,1,2,0,0,0,2,
3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,29,0,0,0,29,0,0,0,0,0,0,0,327,0,327,1,0,1,25,0,21,0,4,
3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,15,0,0,0,15,0,0,0,0,0,0,0,95,0,95,0,0,0,2,0,0,0,2,
3174071007,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,25,0,0,1,24,0,0,0,0,1,0,1,85,1,84,0,0,0,8,0,8,0,0,
3175021001,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,101,6,2,2,91,0,0,0,0,8,0,8,281,27,254,16,0,16,39,0,26,3,10,
3175061005,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,117,4,4,2,107,0,0,0,0,4,0,4,380,51,329,45,0,45,63,3,47,3,10,
3174041004,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,174,5,0,2,167,1,0,0,1,1,0,1,204,88,116,8,0,8,14,0,9,2,3,
3175091005,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,88,4,1,1,82,1,0,0,1,1,0,1,266,26,240,25,0,25,29,1,21,0,7,
3172031006,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,217,5,3,2,207,0,0,0,0,2,0,2,213,18,195,37,0,37,54,4,43,3,4,
3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,154,4,2,1,147,0,0,0,0,2,0,2,184,19,165,39,0,39,43,3,30,2,8,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,26,0,0,2,24,0,0,0,0,0,0,0,52,0,52,0,0,0,7,0,6,1,0,
3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,63,2,2,2,57,0,0,0,0,3,0,3,189,16,173,2,0,2,45,3,29,1,12,
3175031004,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,18,2,0,1,15,0,0,0,0,0,0,0,37,6,31,2,0,2,16,5,11,0,0,
3174081003,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,94,5,0,0,89,0,0,0,0,9,0,9,178,17,161,4,0,4,12,2,8,0,2,
3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,25,0,1,0,24,0,0,0,0,2,0,2,122,6,116,0,0,0,10,0,6,0,4,
3175021005,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,87,4,1,0,82,0,0,0,0,2,0,2,303,30,273,17,0,17,42,3,30,1,8,
3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,251,8,4,2,237,0,0,0,0,3,0,3,531,39,492,21,0,21,67,4,34,4,25,
3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,9,0,2,0,7,0,0,0,0,0,0,0,14,0,14,0,0,0,2,2,0,0,0,
3172041006,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,83,3,4,2,74,0,0,0,0,1,0,1,187,33,154,57,0,57,27,4,17,1,5,
3174071004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,11,0,1,0,10,0,0,0,0,2,0,2,56,0,56,0,0,0,8,1,7,0,0,
3173061002,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,141,2,9,3,127,0,0,0,0,2,1,1,413,30,383,6,0,6,28,1,19,1,7,
3172041007,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,213,4,8,1,200,0,0,0,0,10,0,10,466,98,368,71,0,71,111,13,71,2,25,
3172041005,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,122,9,7,1,105,0,0,0,0,2,1,1,196,22,174,30,0,30,41,6,27,2,6,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,22,0,0,0,22,0,0,0,0,9,0,9,120,17,103,0,0,0,17,1,16,0,0,
3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,89,3,18,0,68,0,0,0,0,5,3,2,489,181,308,24,0,24,57,3,37,1,16,
3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,154,1,16,2,135,0,0,0,0,2,0,2,197,27,170,18,0,18,46,1,32,2,11,
3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,28,0,0,0,28,0,0,0,0,3,0,3,87,3,84,6,0,6,5,1,4,0,0,
3175101005,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,73,2,2,0,69,0,0,0,0,1,0,1,69,11,58,11,0,11,9,1,6,0,2,
3173071002,DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,177,5,7,2,163,0,0,0,0,2,0,2,223,25,198,33,0,33,35,3,23,1,8,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,130,2,6,3,119,0,0,0,0,5,0,5,360,52,308,17,0,17,67,1,41,3,22,
3174091002,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,153,8,4,0,141,1,0,0,1,5,0,5,206,22,184,11,0,11,48,1,29,3,15,
3173051003,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,101,7,0,4,90,0,0,0,0,1,0,1,222,20,202,23,0,23,52,3,41,1,7,
3173051002,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,93,3,0,3,87,0,0,0,0,18,0,18,232,13,219,39,0,39,49,1,34,4,10,
3172041002,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,213,1,10,2,200,0,0,0,0,5,0,5,404,66,338,63,0,63,80,7,66,2,5,
3171031007,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,121,6,1,1,113,0,0,0,0,4,0,4,139,19,120,10,0,10,32,2,25,1,4,
3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,77,1,2,0,74,0,0,0,0,6,2,4,218,46,172,28,0,28,23,1,13,3,6,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,346,6,5,1,334,0,0,0,0,17,0,17,893,33,860,54,0,54,197,4,171,11,11,
3172021002,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,292,12,12,6,262,0,0,0,0,4,0,4,618,63,555,138,0,138,167,10,122,10,25,
3175091004,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,57,2,2,1,52,0,0,0,0,7,1,6,570,10,560,67,0,67,30,2,22,1,5,
3173031001,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,87,4,2,0,81,0,0,0,0,0,0,0,149,7,142,10,0,10,25,1,11,1,12,
3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,67,3,6,3,55,0,0,0,0,0,0,0,181,10,171,1,0,1,8,1,4,0,3,
3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,133,9,3,2,119,0,0,0,0,4,0,4,102,13,89,2,0,2,49,2,31,5,11,
3171081004,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,181,10,9,3,159,1,0,0,1,1,0,1,293,21,272,30,0,30,105,6,69,8,22,
3173031004,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,87,3,4,1,79,0,0,0,0,2,1,1,144,18,126,2,0,2,12,0,11,1,0,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,145,9,0,1,135,0,0,0,0,1,0,1,118,5,113,8,0,8,39,1,33,2,3,
3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,113,6,5,1,101,0,0,0,0,18,1,17,240,37,203,16,0,16,84,9,42,5,28,
3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,91,7,0,0,84,0,0,0,0,20,0,20,201,20,181,15,0,15,32,4,18,1,9,
3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,139,6,4,6,123,0,0,0,0,9,1,8,240,24,216,39,0,39,86,5,56,6,19,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,118,3,4,0,111,0,0,0,0,7,0,7,283,25,258,18,0,18,68,2,36,3,27,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,74,5,3,2,64,0,0,0,0,5,0,5,249,23,226,26,0,26,27,3,17,3,4,
3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,255,5,21,6,223,0,0,0,0,1,0,1,387,33,354,8,0,8,37,5,23,1,8,
3174031004,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,107,5,1,3,98,0,0,0,0,3,1,2,343,39,304,1,0,1,26,1,20,1,4,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,142,11,3,2,126,0,0,0,0,10,0,10,262,22,240,70,0,70,112,2,88,2,20,
3172031005,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,178,4,2,1,171,0,0,0,0,1,1,0,154,12,142,53,0,53,40,1,28,2,9,
3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,365,9,2,0,354,0,0,0,0,3,0,3,299,29,270,62,0,62,67,3,47,4,13,
3175061006,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,38,0,0,2,36,0,0,0,0,0,0,0,137,5,132,11,0,11,13,0,7,2,4,
3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,206,1,28,2,175,0,0,0,0,0,0,0,545,138,407,24,0,24,56,1,27,3,25,
3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,186,5,0,8,173,0,0,0,0,1,0,1,290,10,280,76,0,76,72,1,55,4,12,
3175011002,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,115,1,1,0,113,1,0,0,1,0,0,0,183,6,177,35,0,35,31,1,20,2,8,
3171031008,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,149,5,9,2,133,0,0,0,0,2,1,1,145,30,115,17,0,17,37,5,23,2,7,
3172021007,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,110,2,5,2,101,0,0,0,0,7,3,4,256,34,222,40,0,40,63,5,46,2,10,
3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,164,1,37,2,124,0,0,0,0,4,3,1,440,171,269,11,0,11,66,8,19,2,37,
