id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,isolasi_di_rumah,probable_meninggal,selesai_isolasi,pelaku_perjalanan,perawatan_rs,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,380,1,18,0,361,4,0,0,0,4,9,0,0,9,553,32,521,7,0,7,216,1,181,2,32,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,358,3,23,2,330,1,0,0,1,0,0,0,0,0,442,19,423,25,0,25,132,8,111,2,11,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,226,3,25,1,197,1,0,0,0,1,5,0,0,5,433,37,396,23,0,23,119,2,98,3,16,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,83,0,2,1,80,0,0,0,0,0,0,0,0,0,101,16,85,4,0,4,30,1,23,1,5,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,292,6,32,1,253,0,0,0,0,0,4,0,1,3,460,52,408,17,0,17,121,3,93,1,24,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,195,3,17,2,173,4,0,0,1,3,18,0,0,18,569,41,528,8,0,8,121,2,99,2,18,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,276,3,51,1,221,0,0,0,0,0,4,0,0,4,344,32,312,16,0,16,120,4,82,0,34,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,356,4,23,1,328,2,0,0,0,2,3,0,1,2,751,63,688,25,0,25,163,8,125,4,26,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,341,1,15,0,325,0,0,0,0,0,4,0,1,3,467,59,408,9,0,9,210,17,138,3,52,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,284,1,35,3,245,0,0,0,0,0,2,0,1,1,342,49,293,31,0,31,217,2,175,9,31,
