id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,2646,4,2642,2036,25,2011,393,148,36,5,204,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,2531,53,2478,1129,98,1031,1109,448,265,67,329,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,73,0,73,55,0,55,49,14,22,4,9,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3,0,3,12,0,12,17,0,16,0,1,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,308,1,307,36,3,33,54,14,17,5,18,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,100,0,100,53,3,50,37,8,13,4,12,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,75,0,75,27,1,26,36,8,23,1,4,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,50,1,49,31,0,31,35,10,16,4,5,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,154,0,154,63,1,62,39,12,13,5,9,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,100,1,99,31,8,23,37,6,12,9,10,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,55,0,55,13,2,11,49,9,19,4,17,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,99,1,98,56,12,44,28,6,12,3,7,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,32,1,31,26,3,23,26,3,12,2,9,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,50,0,50,17,1,16,24,2,10,2,10,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,104,1,103,38,5,33,52,15,13,3,21,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,31,0,31,10,0,10,16,4,7,2,3,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,17,1,16,9,1,8,25,13,9,2,1,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,213,2,211,127,12,115,135,44,18,10,63,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,45,0,45,41,2,39,33,10,8,3,12,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,57,1,56,27,3,24,19,5,7,3,4,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,178,0,178,31,9,22,36,14,9,3,10,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,61,0,61,17,1,16,25,9,9,0,7,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,20,0,20,11,0,11,16,2,7,3,4,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,64,2,62,26,5,21,26,6,7,6,7,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,57,3,54,25,5,20,25,9,7,6,3,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,22,0,22,15,1,14,14,0,5,2,7,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,45,0,45,20,1,19,15,4,4,1,6,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,44,0,44,11,3,8,18,5,5,1,7,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,23,0,23,14,0,14,21,2,10,3,6,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,10,0,10,5,1,4,7,1,5,1,0,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,28,1,27,7,0,7,25,7,3,2,13,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,68,1,67,23,4,19,36,14,7,2,13,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,59,0,59,20,1,19,29,4,12,2,11,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,35,1,34,9,0,9,25,3,11,3,8,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,27,2,25,19,0,19,17,4,5,3,5,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,32,0,32,11,0,11,14,4,6,2,2,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,120,0,120,98,5,93,42,18,8,6,10,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,150,2,148,72,2,70,34,8,10,5,11,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,10,1,9,5,0,5,20,6,4,2,8,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,62,2,60,36,7,29,38,16,9,4,9,
3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,40,3,37,17,2,15,21,9,5,4,3,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,30,0,30,12,1,11,21,3,6,2,10,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,25,0,25,18,5,13,18,6,6,2,4,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,51,1,50,14,0,14,15,4,5,0,6,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,45,1,44,16,0,16,27,4,7,5,11,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,24,0,24,17,1,16,24,6,5,1,12,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,74,3,71,25,2,23,21,5,3,3,10,
3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,61,0,61,13,0,13,8,2,2,2,2,
3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,62,1,61,46,2,44,25,5,4,3,13,
3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,77,2,75,18,2,16,17,6,3,2,6,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,39,0,39,14,1,13,15,5,6,1,3,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,57,0,57,14,0,14,38,12,9,8,9,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,178,1,177,20,0,20,25,14,5,0,6,
3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,260,1,259,37,2,35,111,25,6,6,74,
3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,32,0,32,20,0,20,12,3,3,2,4,
3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,62,0,62,8,2,6,20,7,5,1,7,
3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,72,2,70,26,2,24,35,9,5,3,18,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,24,0,24,23,4,19,19,5,6,2,6,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,34,0,34,26,5,21,23,6,4,2,11,
3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,30,3,27,17,3,14,16,5,3,3,5,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,67,0,67,26,3,23,20,2,8,5,5,
3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,201,0,201,20,1,19,22,10,5,1,6,
