,tanggal,nama_kecamatan,positif
2299,2020-05-04,PULO GADUNG,103.0
2300,2020-05-05,PULO GADUNG,104.0
2301,2020-05-06,PULO GADUNG,106.0
2302,2020-05-07,PULO GADUNG,105.0
2303,2020-05-08,PULO GADUNG,111.0
2304,2020-05-09,PULO GADUNG,111.0
2305,2020-05-10,PULO GADUNG,115.0
2306,2020-05-11,PULO GADUNG,117.0
2307,2020-05-12,PULO GADUNG,120.0
2308,2020-05-13,PULO GADUNG,122.0
2309,2020-05-14,PULO GADUNG,122.0
2310,2020-05-15,PULO GADUNG,122.0
2311,2020-05-16,PULO GADUNG,124.0
2312,2020-05-17,PULO GADUNG,124.0
2313,2020-05-18,PULO GADUNG,124.0
2314,2020-05-19,PULO GADUNG,129.0
2315,2020-05-20,PULO GADUNG,131.0
2316,2020-05-21,PULO GADUNG,131.0
2317,2020-05-22,PULO GADUNG,131.0
2318,2020-05-23,PULO GADUNG,131.0
2319,2020-05-24,PULO GADUNG,132.0
2320,2020-05-25,PULO GADUNG,132.0
2321,2020-05-26,PULO GADUNG,133.0
2322,2020-05-27,PULO GADUNG,136.0
2323,2020-05-28,PULO GADUNG,137.0
2324,2020-05-29,PULO GADUNG,139.0
2325,2020-05-30,PULO GADUNG,140.0
2326,2020-05-31,PULO GADUNG,140.0
2327,2020-06-01,PULO GADUNG,141.0
2328,2020-06-02,PULO GADUNG,141.0
2329,2020-06-03,PULO GADUNG,143.0
2330,2020-06-04,PULO GADUNG,146.0
2331,2020-06-05,PULO GADUNG,146.0
2332,2020-06-06,PULO GADUNG,149.0
2333,2020-06-07,PULO GADUNG,149.0
2334,2020-06-08,PULO GADUNG,151.0
2335,2020-06-09,PULO GADUNG,153.0
2336,2020-06-10,PULO GADUNG,157.0
2337,2020-06-11,PULO GADUNG,159.0
2338,2020-06-12,PULO GADUNG,164.0
2339,2020-06-13,PULO GADUNG,132.0
2340,2020-06-14,PULO GADUNG,133.0
2341,2020-06-15,PULO GADUNG,134.0
2342,2020-06-16,PULO GADUNG,138.0
2343,2020-06-17,PULO GADUNG,140.0
2344,2020-06-18,PULO GADUNG,141.0
2345,2020-06-19,PULO GADUNG,143.0
2346,2020-06-20,PULO GADUNG,145.0
2347,2020-06-21,PULO GADUNG,146.0
2348,2020-06-22,PULO GADUNG,148.0
2349,2020-06-23,PULO GADUNG,156.0
2350,2020-06-24,PULO GADUNG,157.0
2351,2020-06-25,PULO GADUNG,163.0
2352,2020-06-26,PULO GADUNG,164.0
2353,2020-06-27,PULO GADUNG,168.0
2354,2020-06-28,PULO GADUNG,168.0
2355,2020-06-29,PULO GADUNG,172.0
2356,2020-06-30,PULO GADUNG,173.0
2357,2020-07-01,PULO GADUNG,174.0
2358,2020-07-02,PULO GADUNG,180.0
2359,2020-07-03,PULO GADUNG,182.0
2360,2020-07-04,PULO GADUNG,184.0
2361,2020-07-05,PULO GADUNG,186.0
2362,2020-07-06,PULO GADUNG,188.0
2363,2020-07-07,PULO GADUNG,191.0
2364,2020-07-08,PULO GADUNG,196.0
2365,2020-07-09,PULO GADUNG,200.0
2366,2020-07-10,PULO GADUNG,203.0
2367,2020-07-11,PULO GADUNG,203.0
2368,2020-07-12,PULO GADUNG,217.0
2369,2020-07-13,PULO GADUNG,220.0
2370,2020-07-14,PULO GADUNG,233.0
2371,2020-07-15,PULO GADUNG,255.0
2372,2020-07-16,PULO GADUNG,259.0
2373,2020-07-17,PULO GADUNG,260.0
2374,2020-07-18,PULO GADUNG,262.0
2375,2020-07-19,PULO GADUNG,265.0
2376,2020-07-20,PULO GADUNG,266.0
2377,2020-07-21,PULO GADUNG,279.0
2378,2020-07-22,PULO GADUNG,284.0
2379,2020-07-23,PULO GADUNG,288.0
2380,2020-07-24,PULO GADUNG,296.0
2381,2020-07-25,PULO GADUNG,301.0
2382,2020-07-26,PULO GADUNG,301.0
2383,2020-07-27,PULO GADUNG,316.0
2384,2020-07-28,PULO GADUNG,322.0
2385,2020-07-29,PULO GADUNG,332.0
2386,2020-07-30,PULO GADUNG,334.0
2387,2020-07-31,PULO GADUNG,332.0
2388,2020-08-01,PULO GADUNG,339.6456637137277
2389,2020-08-02,PULO GADUNG,347.54469926727484
2390,2020-08-03,PULO GADUNG,355.68675713011936
2391,2020-08-04,PULO GADUNG,364.0614877717391
2392,2020-08-05,PULO GADUNG,372.658541661612
2393,2020-08-06,PULO GADUNG,381.46756926921574
2394,2020-08-07,PULO GADUNG,390.4782210640285
2395,2020-08-08,PULO GADUNG,399.68014751552795
2396,2020-08-09,PULO GADUNG,409.06299909319193
2397,2020-08-10,PULO GADUNG,418.6164262664984
2398,2020-08-11,PULO GADUNG,428.33007950492527
2399,2020-08-12,PULO GADUNG,438.1936092779503
2400,2020-08-13,PULO GADUNG,448.1966660550514
2401,2020-08-14,PULO GADUNG,458.32890030570644
2402,2020-08-15,PULO GADUNG,468.5799624993934
2403,2020-08-16,PULO GADUNG,478.93950310559
2404,2020-08-17,PULO GADUNG,489.39717259377426
2405,2020-08-18,PULO GADUNG,499.94262143342394
2406,2020-08-19,PULO GADUNG,510.56550009401695
2407,2020-08-20,PULO GADUNG,521.255459045031
2408,2020-08-21,PULO GADUNG,532.0021487559443
2409,2020-08-22,PULO GADUNG,542.7952196962344
2410,2020-08-23,PULO GADUNG,553.6243223353795
2411,2020-08-24,PULO GADUNG,564.4791071428572
2412,2020-08-25,PULO GADUNG,575.3492245881455
2413,2020-08-26,PULO GADUNG,586.224325140722
2414,2020-08-27,PULO GADUNG,597.094059270065
2415,2020-08-28,PULO GADUNG,607.9480774456521
2416,2020-08-29,PULO GADUNG,618.7760301369614
2417,2020-08-30,PULO GADUNG,629.5675678134705
2418,2020-08-31,PULO GADUNG,640.3123409446574
2419,2020-09-01,PULO GADUNG,651.0
2420,2020-09-02,PULO GADUNG,662.0
2421,2020-09-03,PULO GADUNG,667.0
2422,2020-09-04,PULO GADUNG,683.0
2423,2020-09-05,PULO GADUNG,730.0
2424,2020-09-06,PULO GADUNG,741.0
2425,2020-09-07,PULO GADUNG,757.0
2426,2020-09-08,PULO GADUNG,749.0
2427,2020-09-09,PULO GADUNG,779.0
2428,2020-09-10,PULO GADUNG,803.0
2429,2020-09-11,PULO GADUNG,824.0
2430,2020-09-12,PULO GADUNG,841.0
2431,2020-09-13,PULO GADUNG,897.0
2432,2020-09-14,PULO GADUNG,904.0
2433,2020-09-15,PULO GADUNG,917.0
2434,2020-09-16,PULO GADUNG,936.0
2435,2020-09-17,PULO GADUNG,949.0
2436,2020-09-18,PULO GADUNG,981.0
2437,2020-09-19,PULO GADUNG,995.0
2438,2020-09-20,PULO GADUNG,1017.0
2439,2020-09-21,PULO GADUNG,1058.0
2440,2020-09-22,PULO GADUNG,1075.0
2441,2020-09-23,PULO GADUNG,1108.0
2442,2020-09-24,PULO GADUNG,1123.0
2443,2020-09-25,PULO GADUNG,1179.0
2444,2020-09-26,PULO GADUNG,1210.0
2445,2020-09-27,PULO GADUNG,1252.0
2446,2020-09-28,PULO GADUNG,1275.0
2447,2020-09-29,PULO GADUNG,1305.0
2448,2020-09-30,PULO GADUNG,1317.0
2449,2020-10-01,PULO GADUNG,1346.0
2450,2020-10-02,PULO GADUNG,1361.0
2451,2020-10-03,PULO GADUNG,1372.0
2452,2020-10-04,PULO GADUNG,1393.0
2453,2020-10-05,PULO GADUNG,1420.0
2454,2020-10-06,PULO GADUNG,1466.0
2455,2020-10-07,PULO GADUNG,1489.0
2456,2020-10-08,PULO GADUNG,1508.0
2457,2020-10-09,PULO GADUNG,1544.0
2458,2020-10-10,PULO GADUNG,1564.0
2459,2020-10-11,PULO GADUNG,1606.0
2460,2020-10-12,PULO GADUNG,1627.0
2461,2020-10-13,PULO GADUNG,1654.0
2462,2020-10-14,PULO GADUNG,1675.0
2463,2020-10-15,PULO GADUNG,1696.0
2464,2020-10-16,PULO GADUNG,1732.0
2465,2020-10-17,PULO GADUNG,1754.0
2466,2020-10-18,PULO GADUNG,1766.0
2467,2020-10-19,PULO GADUNG,1791.0
2468,2020-10-20,PULO GADUNG,1810.0
2469,2020-10-21,PULO GADUNG,1820.0
2470,2020-10-22,PULO GADUNG,1840.0
2471,2020-10-23,PULO GADUNG,1860.0
2472,2020-10-24,PULO GADUNG,1879.0
2473,2020-10-25,PULO GADUNG,1895.0
2474,2020-10-26,PULO GADUNG,1911.0
2475,2020-10-27,PULO GADUNG,1923.0
2476,2020-10-28,PULO GADUNG,1930.0
2477,2020-10-29,PULO GADUNG,1941.0
2478,2020-10-30,PULO GADUNG,1965.0
2479,2020-10-31,PULO GADUNG,1978.0
2480,2020-11-01,PULO GADUNG,1993.0
2481,2020-11-02,PULO GADUNG,2003.0
2482,2020-11-03,PULO GADUNG,2024.0
2483,2020-11-04,PULO GADUNG,2046.0
2484,2020-11-05,PULO GADUNG,2063.0
2485,2020-11-06,PULO GADUNG,2076.0
2486,2020-11-07,PULO GADUNG,2097.0
2487,2020-11-08,PULO GADUNG,2121.0
2488,2020-11-09,PULO GADUNG,2152.0
2489,2020-11-10,PULO GADUNG,2171.0
2490,2020-11-11,PULO GADUNG,2180.0
2491,2020-11-12,PULO GADUNG,2205.0
2492,2020-11-13,PULO GADUNG,2230.0
2493,2020-11-14,PULO GADUNG,2249.0
2494,2020-11-15,PULO GADUNG,2272.0
2495,2020-11-16,PULO GADUNG,2286.0
2496,2020-11-17,PULO GADUNG,2301.0
2497,2020-11-18,PULO GADUNG,2328.0
2498,2020-11-19,PULO GADUNG,2365.0
2499,2020-11-20,PULO GADUNG,2393.0
2500,2020-11-21,PULO GADUNG,2420.0
2501,2020-11-22,PULO GADUNG,2448.0
2502,2020-11-23,PULO GADUNG,2469.0
2503,2020-11-24,PULO GADUNG,2487.0
2504,2020-11-25,PULO GADUNG,2512.0
2505,2020-11-26,PULO GADUNG,2549.0
2506,2020-11-27,PULO GADUNG,2606.0
2507,2020-11-28,PULO GADUNG,2635.0
2508,2020-11-29,PULO GADUNG,2660.0
2509,2020-11-30,PULO GADUNG,2691.0
