id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan_rs,isolasi_di_rumah,suspek_meninggal,selesai_isolasi,probable,perawatan_rs,isolasi_di_rumah,probable_meninggal,selesai_isolasi,pelaku_perjalanan,perawatan_rs,isolasi_di_rumah,selesai_isolasi,kontak_erat,isolasi_di_rumah,selesai_isolasi,discarded,meninggal,selesai_isolasi,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,356,0,29,0,327,4,0,0,0,4,9,0,1,8,501,37,464,7,0,7,169,6,145,2,16,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,326,4,19,2,301,1,0,0,1,0,0,0,0,0,414,11,403,25,0,25,112,6,97,2,7,
3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,197,7,17,1,172,1,0,0,0,1,5,0,0,5,391,38,353,23,0,23,94,6,78,1,9,
3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,81,1,7,1,72,0,0,0,0,0,0,0,0,0,83,17,66,4,0,4,23,1,16,1,5,
3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,236,9,23,1,203,0,0,0,0,0,3,0,0,3,381,65,316,17,0,17,86,8,71,1,6,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,165,1,14,2,148,4,0,0,1,3,18,0,0,18,516,37,479,8,0,8,105,7,77,2,19,
3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,212,3,11,1,197,0,0,0,0,0,4,0,0,4,304,31,273,15,0,15,78,2,64,0,12,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,319,4,24,1,290,2,0,0,0,2,2,0,0,2,675,71,604,25,0,25,122,9,87,3,23,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,315,5,14,0,296,0,0,0,0,0,3,0,0,3,385,28,357,8,0,8,128,22,71,2,33,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,234,4,18,3,209,0,0,0,0,0,1,0,0,1,284,35,249,29,0,29,180,2,129,9,40,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,530,1,32,2,495,4,0,0,0,4,9,0,1,8,1106,84,1022,22,0,22,164,6,116,6,36,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,253,4,74,3,172,1,0,0,0,1,13,0,0,13,417,40,377,12,0,12,97,7,58,7,25,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,176,5,7,2,162,1,0,0,0,1,13,0,0,13,437,21,416,10,0,10,126,7,95,2,22,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,195,6,22,1,166,0,0,0,0,0,0,0,0,0,511,39,472,39,0,39,138,4,104,3,27,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,256,14,29,2,211,2,0,0,1,1,5,0,2,3,556,70,486,32,0,32,144,10,106,1,27,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,211,4,29,0,178,1,0,0,0,1,4,0,0,4,477,40,437,14,0,14,127,10,93,3,21,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,142,3,13,0,126,0,0,0,0,0,0,0,0,0,202,51,151,8,0,8,50,11,28,0,11,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,440,7,28,2,403,1,0,0,0,1,7,0,0,7,569,79,490,31,0,31,233,7,200,12,14,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,679,9,15,2,653,2,0,0,0,2,11,0,2,9,1498,101,1397,46,0,46,487,11,379,10,87,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,466,9,17,1,439,0,0,0,0,0,9,0,0,9,1075,61,1014,53,0,53,269,7,205,3,54,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,388,2,33,1,352,0,0,0,0,0,5,0,0,5,946,144,802,11,0,11,207,19,139,4,45,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,550,5,47,7,491,1,0,0,0,1,4,0,1,3,1223,178,1045,14,0,14,358,15,247,12,84,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,548,13,38,4,493,1,0,0,0,1,30,0,0,30,1543,83,1460,82,0,82,178,7,138,4,29,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,212,0,11,2,199,0,0,0,0,0,8,0,0,8,427,35,392,13,0,13,142,9,100,5,28,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,498,7,18,1,472,2,0,0,0,2,11,0,1,10,405,54,351,10,0,10,103,5,74,4,20,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,458,6,36,3,413,0,0,0,0,0,1,0,0,1,401,24,377,8,0,8,146,5,114,6,21,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,102,2,4,0,96,0,0,0,0,0,0,0,0,0,162,12,150,11,0,11,29,2,24,2,1,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,145,0,3,0,142,1,0,0,0,1,10,0,0,10,227,13,214,0,0,0,47,6,33,1,7,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,599,6,88,5,500,1,0,0,0,1,95,0,1,94,962,139,823,36,0,36,183,6,136,7,34,
3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,305,14,58,1,232,4,1,0,0,3,17,0,0,17,308,25,283,86,0,86,175,5,143,7,20,
3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,224,5,11,1,207,1,1,0,0,0,2,0,0,2,381,82,299,18,0,18,97,10,69,0,18,
3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,215,4,26,1,184,0,0,0,0,0,5,0,0,5,577,66,511,42,0,42,142,8,112,3,19,
3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,392,11,43,1,337,0,0,0,0,0,6,0,0,6,1007,32,975,72,0,72,274,5,248,5,16,
3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,325,8,32,2,283,3,1,0,1,1,5,0,1,4,385,82,303,21,0,21,125,7,101,2,15,
3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,418,3,22,0,393,2,0,0,0,2,0,0,0,0,321,49,272,6,0,6,92,5,64,1,22,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,185,3,18,1,163,2,0,0,0,2,44,0,0,44,291,27,264,6,0,6,50,2,31,6,11,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,381,1,30,3,347,0,0,0,0,0,9,0,0,9,353,15,338,5,0,5,86,4,61,3,18,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,213,2,32,2,177,0,0,0,0,0,3,0,0,3,668,69,599,34,0,34,206,17,156,6,27,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,175,1,12,2,160,2,0,0,0,2,1,0,0,1,307,40,267,13,0,13,95,3,68,2,22,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,267,20,41,0,206,1,0,0,0,1,3,0,0,3,450,54,396,16,0,16,173,4,129,4,36,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,175,2,16,2,155,0,0,0,0,0,2,0,0,2,275,33,242,12,0,12,73,4,55,1,13,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,239,8,12,2,217,1,0,0,0,1,3,0,0,3,548,70,478,17,0,17,160,10,113,5,32,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,270,9,29,1,231,4,0,0,0,4,5,0,0,5,576,81,495,24,0,24,178,4,123,3,48,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,211,0,14,4,193,4,0,0,0,4,6,0,0,6,440,17,423,7,0,7,128,2,106,4,16,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,526,6,41,9,470,3,0,0,0,3,22,0,0,22,1225,62,1163,44,0,44,260,22,180,8,50,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,174,5,15,1,153,0,0,0,0,0,1,0,0,1,428,70,358,13,0,13,91,4,65,1,21,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,676,9,30,3,634,14,0,0,0,14,2,0,0,2,748,76,672,25,0,25,364,12,286,10,56,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,284,1,22,0,261,2,0,0,0,2,3,0,0,3,449,34,415,2,0,2,84,7,61,0,16,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,338,4,38,2,294,3,0,0,0,3,12,0,0,12,915,91,824,67,0,67,241,20,183,9,29,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,375,8,37,3,327,0,0,0,0,0,4,0,0,4,735,110,625,10,0,10,179,9,132,4,34,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,133,2,12,3,116,0,0,0,0,0,0,0,0,0,280,18,262,7,0,7,129,11,79,4,35,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,100,2,3,1,94,0,0,0,0,0,2,0,0,2,115,9,106,4,0,4,53,2,45,3,3,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,142,3,6,2,131,1,0,0,0,1,1,0,0,1,173,14,159,2,0,2,82,2,65,3,12,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,150,2,5,0,143,2,1,0,0,1,2,0,0,2,350,17,333,45,0,45,160,1,119,9,31,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,67,1,6,0,60,1,0,0,0,1,17,0,0,17,249,11,238,6,0,6,133,2,88,0,43,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,145,4,9,0,132,2,0,0,0,2,20,0,0,20,502,45,457,2,0,2,82,4,67,3,8,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,358,4,66,2,286,0,0,0,0,0,3,0,0,3,460,27,433,5,0,5,109,3,84,3,19,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,535,7,29,0,499,0,0,0,0,0,4,0,0,4,268,28,240,24,0,24,128,13,104,2,9,
