id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan rs,isolasi di rumah,suspek meninggal,selesai isolasi,probable,perawatan rs,isolasi di rumah,probable meninggal,selesai isolasi,pelaku perjalanan,perawatan rs,isolasi di rumah,selesai isolasi,kontak erat,isolasi di rumah,selesai isolasi,discarded,meninggal,selesai isolasi,positif,dirawat,sembuh,meninggal,self isolation,keterangan
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,95,3,14,0,78,0,0,0,0,0,0,0,0,0,423,14,409,6,0,6,91,2,83,0,6,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,173,8,34,6,125,0,0,0,0,0,3,0,0,3,300,42,258,11,0,11,86,6,53,4,23,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,85,2,9,1,73,0,0,0,0,0,0,0,0,0,337,42,295,5,0,5,31,2,14,0,15,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,85,2,2,1,80,1,0,0,0,1,20,0,0,20,110,10,100,1,0,1,46,2,39,2,3,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,187,0,4,0,183,2,0,0,0,2,5,0,3,2,361,20,341,8,0,8,92,5,67,4,16,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,435,14,23,1,397,0,0,0,0,0,5,0,1,4,507,56,451,53,0,53,427,7,349,7,64,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,244,6,38,2,198,3,0,0,0,3,27,0,0,27,463,76,387,21,0,21,110,6,76,8,20,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,457,9,29,0,419,2,0,0,0,2,6,0,0,6,389,50,339,11,0,11,117,6,81,0,30,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,19209,777,1967,98,16367,52,5,0,0,47,520,0,61,459,26915,5841,21074,1225,0,1225,6770,661,5400,122,587,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,430,11,40,3,376,1,0,0,0,1,5,0,0,5,508,59,449,28,0,28,157,15,122,2,18,
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,169,10,6,1,152,0,0,0,0,0,8,0,0,8,790,154,636,22,0,22,124,14,80,0,30,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,247,1,14,2,230,1,0,0,0,1,2,0,0,2,391,36,355,12,0,12,123,7,91,0,25,
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,216,2,11,1,202,0,0,0,0,0,0,0,0,0,299,45,254,9,0,9,102,5,69,3,25,
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,216,14,10,2,190,0,0,0,0,0,0,0,0,0,786,82,704,9,0,9,186,10,118,6,52,
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,92,1,17,1,73,0,0,0,0,0,0,0,0,0,129,7,122,3,0,3,34,7,21,1,5,
3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,234,1,27,1,205,2,0,0,0,2,1,0,0,1,626,35,591,9,0,9,130,3,105,2,20,
3174011007,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,260,7,39,0,214,4,1,0,0,3,4,0,0,4,373,18,355,21,0,21,102,11,74,1,16,
3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,140,5,9,2,124,0,0,0,0,0,6,0,0,6,367,21,346,18,0,18,64,5,48,2,9,
3173031003,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,154,1,28,1,124,0,0,0,0,0,6,0,0,6,291,32,259,36,0,36,146,5,128,1,12,
3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,195,8,16,0,171,2,0,0,0,2,0,0,0,0,293,14,279,12,0,12,77,5,62,1,9,
3174071001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,41,0,6,0,35,0,0,0,0,0,1,0,0,1,49,3,46,0,0,0,11,3,7,0,1,
3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,268,4,36,2,226,2,1,0,0,1,1,0,0,1,574,40,534,24,0,24,180,16,131,6,27,
3174021005,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,248,2,23,3,220,1,0,0,0,1,45,0,0,45,960,62,898,35,0,35,133,7,115,2,9,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,417,5,30,4,378,3,1,0,0,2,13,0,0,13,575,43,532,39,0,39,118,5,94,6,13,
3173081003,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,208,3,46,1,158,0,0,0,0,0,2,0,0,2,445,85,360,14,0,14,106,6,69,3,28,
3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,306,8,72,6,220,1,0,0,1,0,7,0,1,6,647,112,535,10,0,10,111,6,88,1,16,
3175101004,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,167,8,12,0,147,0,0,0,0,0,2,0,0,2,204,30,174,23,0,23,55,4,44,0,7,
3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,1453,7,156,5,1285,4,0,0,0,4,12,0,2,10,2143,97,2046,28,0,28,574,10,476,19,69,
3172051001,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,442,1,57,3,381,1,0,0,0,1,13,0,0,13,686,46,640,14,0,14,149,2,119,3,25,
3175011004,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,174,4,10,2,158,1,0,0,0,1,2,0,0,2,463,28,435,58,0,58,139,5,106,6,22,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,757,5,108,2,642,0,0,0,0,0,2,0,0,2,1324,171,1153,70,0,70,290,17,213,16,44,
3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,256,3,11,0,242,1,0,0,0,1,9,0,0,9,453,25,428,6,0,6,168,16,130,4,18,
3172021003,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,283,7,49,0,227,1,0,0,0,1,5,0,0,5,623,43,580,50,0,50,177,6,135,2,34,
3171021001,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,163,3,6,2,152,1,0,0,0,1,4,0,0,4,356,31,325,6,0,6,101,5,72,1,23,
3174021006,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,167,4,10,3,150,2,1,0,0,1,27,0,1,26,692,57,635,15,0,15,122,3,97,7,15,
3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,277,5,24,1,247,2,0,0,0,2,5,0,0,5,400,21,379,20,0,20,119,8,99,2,10,
3171041003,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,361,4,23,1,333,0,0,0,0,0,8,0,2,6,613,45,568,59,0,59,175,6,148,7,14,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,516,4,34,7,471,0,0,0,0,0,10,0,0,10,1101,157,944,16,0,16,142,11,112,4,15,
3171061002,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,279,1,28,2,248,1,0,0,0,1,0,0,0,0,719,42,677,50,0,50,291,5,229,4,53,
3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,594,8,42,1,543,1,1,0,0,0,41,0,0,41,1356,160,1196,94,0,94,255,17,186,6,46,
3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,304,7,28,2,267,2,1,0,0,1,7,0,0,7,667,101,566,27,0,27,146,8,99,3,36,
3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,297,5,49,2,241,7,0,0,0,7,1,0,0,1,508,32,476,73,0,73,119,4,86,2,27,
3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,323,3,37,1,282,4,0,0,0,4,3,0,1,2,453,33,420,40,0,40,119,13,83,7,16,
3175051005,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,550,3,47,1,499,0,0,0,0,0,3,0,0,3,215,18,197,10,0,10,89,11,61,2,15,
3173041009,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,208,4,6,2,196,0,0,0,0,0,2,0,0,2,185,10,175,17,0,17,80,4,59,3,14,
3174031003,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,254,10,15,2,227,4,0,0,0,4,14,0,1,13,1022,199,823,6,0,6,162,7,111,5,39,
3174081005,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,146,3,9,2,132,0,0,0,0,0,8,0,0,8,310,25,285,10,0,10,70,9,49,0,12,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,395,5,36,1,353,1,0,0,0,1,6,0,1,5,1075,139,936,74,0,74,290,17,208,8,57,
3172011001,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,629,17,62,4,546,1,0,0,0,1,22,0,0,22,2435,142,2293,117,0,117,354,14,301,14,25,
3174101001,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,324,20,45,4,255,2,0,0,1,1,0,0,0,0,562,78,484,19,0,19,85,6,58,3,18,
3171071004,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,475,4,12,7,452,0,0,0,0,0,7,0,0,7,422,33,389,5,0,5,308,14,246,11,37,
3174071008,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,98,2,3,0,93,0,0,0,0,0,3,0,1,2,191,1,190,0,0,0,30,4,23,0,3,
3171011004,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,160,1,11,1,147,0,0,0,0,0,22,0,0,22,487,24,463,14,0,14,181,3,110,8,60,
3171011003,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,132,0,10,3,119,1,0,0,0,1,11,0,0,11,269,11,258,25,0,25,86,4,65,2,15,
3174101004,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,290,12,43,2,233,0,0,0,0,0,2,0,0,2,570,65,505,8,0,8,48,0,33,2,13,
3174101003,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,360,12,29,4,315,1,0,0,0,1,5,0,0,5,1254,115,1139,9,0,9,123,14,80,2,27,
3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,130,9,6,1,114,0,0,0,0,0,0,0,0,0,516,44,472,22,0,22,81,2,62,4,13,
3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,94,3,16,1,74,0,0,0,0,0,2,0,0,2,159,6,153,2,0,2,51,1,40,0,10,
3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,234,3,6,3,222,1,0,0,0,1,2,0,0,2,279,45,234,29,0,29,125,1,91,5,28,
3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,243,4,32,4,203,1,1,0,0,0,10,0,0,10,489,48,441,26,0,26,109,13,78,4,14,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,214,3,34,4,173,0,0,0,0,0,12,0,0,12,846,107,739,10,0,10,137,11,109,8,9,
3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,753,14,49,1,689,3,1,0,0,2,3,0,0,3,630,85,545,20,0,20,233,19,168,5,41,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,492,9,22,0,461,0,0,0,0,0,11,0,1,10,764,92,672,17,0,17,208,13,146,8,41,
3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,301,3,19,1,278,0,0,0,0,0,1,0,0,1,284,19,265,11,0,11,133,7,99,7,20,
3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,287,8,46,1,232,6,2,0,0,4,73,0,0,73,732,106,626,36,0,36,79,3,61,1,14,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,365,1,24,4,336,0,0,0,0,0,44,0,0,44,610,37,573,9,0,9,154,12,108,9,25,
3175101003,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,176,6,11,3,156,0,0,0,0,0,3,0,0,3,197,40,157,21,0,21,73,8,50,1,14,
PROSES UPDATE DATA,PROSES UPDATE DATA,PROSES UPDATE DATA,PROSES UPDATE DATA,PROSES UPDATE DATA,11602,145,351,1696,9410,1917,0,0,1915,2,105,0,0,105,7022,1003,6019,72,1,71,17173,2037,13117,374,1645,
3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,60,0,0,0,60,0,0,0,0,0,0,0,0,0,58,2,56,0,0,0,5,1,1,0,3,
3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,47,0,1,1,45,0,0,0,0,0,3,0,0,3,143,2,141,1,0,1,5,0,5,0,0,
3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,72,0,20,1,51,0,0,0,0,0,0,0,0,0,149,20,129,4,0,4,18,0,8,0,10,
3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,6,0,0,0,6,0,0,0,0,0,0,0,0,0,165,5,160,1,0,1,4,1,3,0,0,
3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,35,0,2,0,33,0,0,0,0,0,0,0,0,0,338,7,331,1,0,1,31,1,29,0,1,
3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,22,0,0,0,22,0,0,0,0,0,0,0,0,0,99,4,95,0,0,0,3,0,2,0,1,
3174071007,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,166,3,65,1,97,1,1,0,0,0,1,0,0,1,115,6,109,0,0,0,34,1,19,0,14,
3175021001,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,268,4,23,2,239,0,0,0,0,0,10,0,1,9,624,54,570,22,0,22,135,10,98,4,23,
3175061005,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,324,6,48,2,268,1,0,0,0,1,6,0,1,5,932,146,786,54,0,54,205,12,139,4,50,
3174041004,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,359,6,69,2,282,1,0,0,0,1,1,0,0,1,475,31,444,24,0,24,80,10,36,4,30,
3175091005,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,282,2,24,1,255,2,0,0,0,2,12,0,1,11,581,31,550,28,0,28,76,7,61,0,8,
3172031006,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,360,7,13,2,338,2,1,0,0,1,2,0,0,2,427,54,373,41,0,41,252,4,212,4,32,
3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,308,4,17,1,286,0,0,0,0,0,2,0,0,2,373,42,331,53,0,53,191,4,162,4,21,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,64,0,4,2,58,0,0,0,0,0,1,0,0,1,122,6,116,0,0,0,12,1,10,1,0,
3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,198,4,26,2,166,0,0,0,0,0,4,0,0,4,491,102,389,5,0,5,145,11,101,6,27,
3175031004,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,102,2,14,1,85,0,0,0,0,0,1,0,1,0,134,24,110,9,0,9,71,2,54,1,14,
3174081003,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,213,4,17,0,192,2,0,0,0,2,10,0,0,10,366,36,330,7,0,7,46,5,33,0,8,
3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,63,1,11,0,51,0,0,0,0,0,2,0,0,2,237,29,208,2,0,2,60,5,43,0,12,
3175021005,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,235,6,20,0,209,0,0,0,0,0,7,0,0,7,598,63,535,26,0,26,138,11,97,3,27,
3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,517,4,15,2,496,3,0,0,1,2,6,0,1,5,950,33,917,30,0,30,274,5,175,4,90,
3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,28,2,0,0,26,1,0,0,0,1,0,0,0,0,32,2,30,1,0,1,12,0,10,0,2,
3172041006,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,236,11,25,2,198,0,0,0,0,0,3,0,1,2,494,36,458,62,0,62,110,9,76,2,23,
3174071004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,40,1,16,0,23,0,0,0,0,0,3,0,0,3,77,3,74,0,0,0,20,4,13,1,2,
3173061002,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,292,4,30,3,255,0,0,0,0,0,2,0,0,2,720,71,649,6,0,6,79,3,61,1,14,
3172041007,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,476,8,52,1,415,2,1,0,0,1,12,0,2,10,939,53,886,82,0,82,306,7,261,4,34,
3172041005,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,280,14,16,1,249,1,0,0,0,1,4,0,1,3,573,48,525,34,0,34,154,2,131,3,18,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,36,0,2,0,34,0,0,0,0,0,9,0,0,9,177,3,174,0,0,0,52,5,43,0,4,
3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,148,4,7,0,137,1,1,0,0,0,6,0,0,6,587,15,572,25,0,25,107,1,94,2,10,
3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,315,6,21,2,286,0,0,0,0,0,5,0,0,5,431,50,381,27,0,27,136,8,83,3,42,
3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,57,0,9,0,48,0,0,0,0,0,4,0,0,4,209,13,196,6,0,6,18,0,15,0,3,
3175101005,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,184,9,9,0,166,0,0,0,0,0,2,0,0,2,209,33,176,13,0,13,60,6,45,0,9,
3173071002,DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,379,4,39,2,334,0,0,0,0,0,2,0,0,2,647,127,520,39,0,39,160,6,124,2,28,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,261,3,24,3,231,1,0,0,0,1,5,0,0,5,754,77,677,20,0,20,158,10,119,4,25,
3174091002,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,488,13,23,0,452,8,1,0,0,7,10,0,0,10,521,91,430,23,0,23,122,4,85,7,26,
3173051003,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,190,6,13,4,167,0,0,0,0,0,1,0,0,1,443,72,371,23,0,23,95,2,79,3,11,
3173051002,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,171,3,22,3,143,0,0,0,0,0,19,0,0,19,451,85,366,42,0,42,93,6,72,4,11,
3172041002,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,402,12,37,2,351,0,0,0,0,0,5,0,0,5,746,43,703,71,0,71,233,12,188,3,30,
3171031007,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,261,9,11,1,240,1,1,0,0,0,5,0,0,5,358,64,294,21,0,21,121,4,75,2,40,
3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,209,2,19,0,188,0,0,0,0,0,6,0,0,6,460,67,393,32,0,32,105,8,63,4,30,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,679,14,75,1,589,2,0,0,0,2,19,0,1,18,1497,92,1405,63,0,63,383,18,295,14,56,
3172021002,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,569,11,45,6,507,0,0,0,0,0,8,0,0,8,1155,134,1021,150,0,150,337,16,258,17,46,
3175091004,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,236,8,34,1,193,0,0,0,0,0,16,0,0,16,908,26,882,69,0,69,79,3,57,2,17,
3173031001,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,188,4,36,0,148,2,1,0,0,1,0,0,0,0,258,25,233,11,0,11,91,5,73,3,10,
3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,137,3,11,3,120,0,0,0,0,0,0,0,0,0,241,5,236,2,0,2,49,2,36,2,9,
3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,225,6,11,2,206,1,0,0,0,1,4,0,0,4,202,8,194,3,0,3,115,6,97,6,6,
3171081004,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,321,6,12,3,300,1,0,0,0,1,2,0,0,2,678,27,651,31,0,31,254,8,199,16,31,
3173031004,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,177,3,28,1,145,1,0,0,0,1,3,0,0,3,227,15,212,2,0,2,64,7,41,1,15,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,393,5,15,1,372,1,0,0,0,1,2,0,1,1,334,40,294,11,0,11,131,9,83,3,36,
3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,269,4,30,1,234,0,0,0,0,0,19,0,0,19,454,71,383,19,0,19,166,12,117,7,30,
3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,200,4,27,0,169,1,0,0,0,1,20,0,0,20,356,19,337,18,0,18,66,4,51,3,8,
3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,320,7,34,6,273,0,0,0,0,0,10,0,1,9,560,56,504,50,0,50,226,5,182,8,31,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,321,7,103,0,211,1,0,0,0,1,8,0,0,8,479,34,445,22,0,22,213,7,188,3,15,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,227,3,74,2,148,0,0,0,0,0,6,0,0,6,375,33,342,28,0,28,76,3,51,3,19,
3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,478,4,64,6,404,0,0,0,0,0,7,0,4,3,861,186,675,8,0,8,109,8,84,3,14,
3174031004,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,227,9,17,3,198,5,0,0,1,4,3,0,0,3,694,97,597,10,0,10,169,6,124,3,36,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,300,4,24,2,270,0,0,0,0,0,14,0,0,14,504,37,467,73,0,73,163,9,146,2,6,
3172031005,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,280,1,10,1,268,0,0,0,0,0,1,0,0,1,337,36,301,62,0,62,140,9,106,4,21,
3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,627,12,37,0,578,3,1,0,0,2,7,0,0,7,629,74,555,71,0,71,238,6,164,6,62,
3175061006,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,94,0,10,2,82,1,0,0,0,1,0,0,0,0,274,18,256,16,0,16,64,8,45,3,8,
3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,425,13,20,2,390,0,0,0,0,0,0,0,0,0,902,47,855,25,0,25,133,5,99,3,26,
3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,344,6,12,8,318,2,1,0,0,1,2,0,0,2,589,64,525,81,0,81,168,9,122,6,31,
3175011002,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,269,5,15,0,249,2,1,0,0,1,2,0,0,2,455,42,413,40,0,40,126,10,74,4,38,
3171031008,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,272,2,20,2,248,0,0,0,0,0,2,0,0,2,315,61,254,18,0,18,129,3,82,7,37,
3172021007,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,295,8,51,2,234,0,0,0,0,0,9,0,0,9,650,87,563,45,0,45,177,4,128,4,41,
3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,264,2,12,2,248,0,0,0,0,0,7,0,1,6,594,21,573,21,0,21,129,5,98,4,22,
